帖子链接,标题,正文,标签,发布时间,发布地点,点赞数,收藏数,评论数
https://www.xiaohongshu.com/explore/692d053e000000001f005bc3?xsec_token=AB0mOUuygIoBZLRTeRSlIzMnsYeByBlt5TxvSSYZNpUHI=&xsec_source=pc_user,仅用0秒就爱上了此款萌物！,如果你买了 那它就会毛茸茸的出现！  开启 浓烈热情的氛围感也传递到了周边包装 指定套餐，解锁自带身份编码的一颗咖啡豆☕ 快来🗯️分享下你的号码是多少？,"阿拉比卡皮巴拉, 瑞幸巴西主题季, 瑞幸咖啡, 瑞幸新品, 瑞幸金奖深烘上新, 卡皮巴拉",编辑于 1天前,北京,814,161,523
https://www.xiaohongshu.com/explore/692c5ccf000000000d035648?xsec_token=ABmTGMo-gPfyb6qhUdS7oOSF9cloI9BwA4uCZHaYunokY=&xsec_source=pc_user,一键加浓🤎左滑解锁深烘系列清单,"☕️25款饮品更换深烘选项，让口感一键加浓 	 ❓哪些产品可以换 美式系列：标准美式、加浓美式、小黄油美式等 拿铁系列：小黄油拿铁、丝绒拿铁、烤椰拿铁、拿铁等 果咖系列：葡萄冰萃美式、橙C美式等 	 ❓深烘选项适合什么口味的人选择 喜欢咖啡味更突出、口感更浓郁的瑞宝 欢迎来试试深烘选项 浓香咖啡中的焦糖甜感和黑巧尾韵，让咖啡更有层次感 	 详细清单如图，快收好这份“深”度攻略～ 你最爱哪一款？来💬里找到你的同好！","瑞幸巴西主题季, 瑞幸金奖深烘系列上新, 阿拉比卡皮巴拉, 瑞幸咖啡, 瑞幸新品, 深烘, 瑞幸原产地, 桑巴深烘美式, 桑巴深烘拿铁",4天前,北京,1429,252,996
https://www.xiaohongshu.com/explore/692982c1000000001f009fbc?xsec_token=ABB915WtnKureds6zQgvwVRig-rm6OiRTfcJVSuLe04tI=&xsec_source=pc_user,和两位代言人一起喝瑞幸金奖深烘系列,瑞幸巴西主题季开启，金奖深烘系列上新，25款咖啡可选深烘豆。 ⏰瑞幸原创15分钟，高温慢烘曲线 ☕️焦糖甜感&黑巧浓醇，咖啡更浓郁 和luckin coffee瑞幸咖啡全球品牌代言人刘亦菲&易烊千玺 一起瑞幸，感受巴西阿拉比卡豆！,"瑞幸巴西主题季, 瑞幸金奖深烘上新, 刘亦菲代言瑞幸咖啡, 易烊千玺代言瑞幸咖啡",4天前,北京,6546,558,1940
https://www.xiaohongshu.com/explore/692916a9000000001f00554b?xsec_token=ABB915WtnKureds6zQgvwVRlBYL_nb2iCoRL1fgsp0A70=&xsec_source=pc_user,此物的萌商恐怕在我之上,就这么淡淡地亮相,"阿拉比卡皮巴拉, 瑞幸咖啡, 瑞幸新品, 瑞幸原产地, 瑞幸巴西主题季",5天前,北京,1498,132,270
https://www.xiaohongshu.com/explore/69298cff000000001e032e97?xsec_token=ABB915WtnKureds6zQgvwVRoxH9i4u-F30iOifYknKjts=&xsec_source=pc_user,年度重磅！全球品牌代言人合作广告片预告,luckin coffee瑞幸咖啡全球品牌代言人刘亦菲&易烊千玺 合作广告片即将来袭 🎬完整版12月1日即将上线，敬请期待,"刘亦菲代言瑞幸咖啡, 易烊千玺代言瑞幸咖啡",6天前,北京,1.2万,553,2026
https://www.xiaohongshu.com/explore/6929a209000000001e02c2a7?xsec_token=ABB915WtnKureds6zQgvwVRgSqFw4rUoXVlHuml18ysak=&xsec_source=pc_user,《盘点那些感觉不真实的瑞幸门店》,保安亭、报刊亭、电梯间...... 还有哪个瑞幸开在你觉得意想不到的地方❓,"瑞幸咖啡, 打卡瑞幸最美门店, 世界上不真实的地方",6天前,北京,6539,339,402
https://www.xiaohongshu.com/explore/69290228000000001e02c579?xsec_token=ABB915WtnKureds6zQgvwVRqX0jh-49hVuzCG3GcqSpJc=&xsec_source=pc_user,同心聚力，守望相助！,瑞幸咖啡捐赠1000万元，驰援香港大埔火灾救援,瑞幸咖啡,7天前,北京,3.1万,647,3575
https://www.xiaohongshu.com/explore/6927d0ad000000001f00fe1d?xsec_token=ABuT7kIGmYGnuv1wSB0Tmc_x1MV-Ges8FL0E6ZdjEF8ek=&xsec_source=pc_user,这个冬天不太冷🥰,真的永远会被这种温暖的细节打动🥺 感谢我们的互联网瑞搭子记录下来这些时刻 更要感谢每位在瑞的人 因为有你们，才能让这份治愈和幸运传递,"瑞幸咖啡, 瑞门, 感恩节, 我上网就是为了看这个",编辑于 11-27,北京,397,37,157
https://www.xiaohongshu.com/explore/6926dc06000000001e02c690?xsec_token=ABRo7xRSGCjDkOmOAD7Y9HLDCVx-kCwu5x7NA1vzPHRQE=&xsec_source=pc_user,提问，看电影的时候带哪杯好❓,来到疯狂动物城之前，需要带点啥？ 冷热酸甜，想喝哪杯，就带哪杯,"瑞幸联名疯狂动物城2, 瑞幸咖啡, 疯狂动物城2, 欢迎回到疯狂动物城, 饮品推荐, 秋冬推荐, 热饮推荐",11月27日,北京,1158,344,940
https://www.xiaohongshu.com/explore/6926d337000000001e0335ba?xsec_token=ABRo7xRSGCjDkOmOAD7Y9HLCLhLFMhQopOQM7ld4heXJo=&xsec_source=pc_user,听我说，谢谢你，因为有你🥰,到了 感谢每一个一直支持瑞幸的你🥰 感恩节👑瑞王卡权益升级倒计时中🆙,"感恩节, 瑞幸咖啡, 瑞幸lucky, 瑞幸首席幸运官lucky, 瑞王卡",11月27日,北京,209,66,150
https://www.xiaohongshu.com/explore/6926ad92000000001e022cff?xsec_token=ABRo7xRSGCjDkOmOAD7Y9HLPqIN-1e9viTqJb1AXOYkWA=&xsec_source=pc_user,《 补 货 通 知 》,感谢大家对 联名周边的喜爱 目前联名周边即将告罄⏳我们已经在加急补货中 预计下周部分城市将陆续到店，请大家关注瑞幸官方售卖渠道,"瑞幸联名疯狂动物城2, 瑞幸咖啡, 欢迎回到疯狂动物城, 疯狂动物城2, 补货",11月26日,北京,5929,774,3569
https://www.xiaohongshu.com/explore/692573cd000000001e024926?xsec_token=ABbDsIxyOodWQ4ayq1Ae-s9j_AfwlH52OTtUUUSXxKzC8=&xsec_source=pc_user,疯狂动物城2上映！我将这样打卡主题店！,谁还没跟尼克和朱迪学拍照，超简单pose教学送上~ 一起加入动物城的狂欢吧,"疯狂动物城2, 瑞幸联名疯狂动物城2, 欢迎回到疯狂动物城, 尼克, 朱迪, 瑞幸咖啡, 主题店, 疯狂多肉草莓咖, 疯狂红茶拿铁, 小黄油拿铁",11月26日,北京,3402,266,72
https://www.xiaohongshu.com/explore/692574bf000000001e02fbfe?xsec_token=ABbDsIxyOodWQ4ayq1Ae-s9jkmpV1Kt_AYh4XNXyN4v6o=&xsec_source=pc_user,跟着朱迪🐰准备开启动物城的新篇章吧,今日上映！ 跟着朱迪准备开启动物城的新篇章吧 看电影的时候，别忘了带上一杯液体爆米花 哦🍿,"疯狂动物城2, 小黄油拿铁, 瑞幸联名疯狂动物城2, 瑞幸咖啡, 欢迎回到疯狂动物城",11月26日,北京,770,141,191
https://www.xiaohongshu.com/explore/69256d82000000001e032ab1?xsec_token=ABbDsIxyOodWQ4ayq1Ae-s9oyQCvmYaCfpDyESgKhbOMA=&xsec_source=pc_user,这是不是你用过最疯狂的壁纸！,是谁提前换上了联名壁纸！ 多场景适配，快挑选你爱的一起换上，美美等待 上映！,"疯狂动物城2, 瑞幸联名疯狂动物城2, 疯狂动物城2, 欢迎回到疯狂动物城, 瑞幸咖啡, 送你好看的手机壁纸, 壁纸",11月25日,北京,1.2万,2084,494
https://www.xiaohongshu.com/explore/6923fbe4000000001e024c52?xsec_token=ABykklE8yskgPQ3RmeuvZi5MZcjHL_8SpeI_6hxrAydQI=&xsec_source=pc_user,降温了，记得多穿点,这么冷的天 就连 也得穿棉袄啊！ 🍿浓郁的焦糖爆米花风味 冬天来一杯，暖暖的很安心美式奶茶,"小黄油拿铁, 瑞幸咖啡, 小黄油, 小黄油美式, 天冷多穿衣, 小黄油奶茶",11月25日,北京,1329,106,270
https://www.xiaohongshu.com/explore/69231471000000001e025995?xsec_token=ABykklE8yskgPQ3RmeuvZi5Dc2EMT2lIvZGpTR_bR_tpg=&xsec_source=pc_user,这周，我将带着这些周边走进电影院！,"🦊据悉，本周内疯狂动物城即将迎来新篇章🐰 鹿透社建议您，携带相关物料进入动物城内 	 杯套、纸袋怎么获得❓ 🥤购买任一热饮，即可获得一款主题杯套（3款随机） 🛍️外带任意双杯以上饮品，即可获得对应双杯纸袋 门店自提订单，杯套和纸袋需要自取哦 	 周边怎么获得❓ 同一订单任意两杯，即可获得联名贴纸 双杯套餐，即可获得联名刺绣冰箱贴（总计4款）","瑞幸联名疯狂动物城2, 瑞幸咖啡, 欢迎回到疯狂动物城, 疯狂动物城2, 瑞幸新品",11月24日,北京,1237,225,433
https://www.xiaohongshu.com/explore/692312ca000000001b033164?xsec_token=ABykklE8yskgPQ3RmeuvZi5BFn_oRNLfqpXnTc_VqxTYU=&xsec_source=pc_user,疯狂动物城欢迎你🦊🐰来杯「豹」款推荐,"欢迎回到疯狂动物城！ 动物城的「城」市限定还在继续🦊🐰 	 年度新品复购王👑 瑞幸首创 带着冬日限定 来啦 浓郁爆米花香气，治愈你的冬日 冷饮含布丁🍮热饮更香浓 	 来杯疯狂的茶咖 选取福建蜜香小种，精心拼配印度红茶 蜜香高扬红茶，和醇厚的牛乳交织 	 也别忘了还有 栗香浓郁，甜而不腻 今天下午记得配着下午茶来一块😋","小黄油拿铁, 小黄油奶茶, 疯狂红茶拿铁, 栗子大福, 瑞幸联名疯狂动物城2, 瑞幸咖啡, 欢迎回到疯狂动物城, 茶咖, 冬天的第一杯热饮",11月24日,北京,1078,341,808
https://www.xiaohongshu.com/explore/691ef575000000001e03ac63?xsec_token=ABYNA2xlOVdpyJzdyW-hWm06tK7t8KbG0OuLv1X_F40S8=&xsec_source=pc_user,离开动物城，谁还用谐音梗逗我笑啊🤣,距离上映倒计时3天 我已经准备回到疯狂动物城了！ 先来看看居民们都为大家pick了哪些产品吧,"瑞幸联名疯狂动物城2, 疯狂动物城2, 欢迎回到疯狂动物城, 橙C美式, 疯狂多肉草莓咖, 生椰拿铁, 太妃榛香拿铁, 小黄油拿铁",11月23日,北京,663,98,114
https://www.xiaohongshu.com/explore/69212ee7000000001f00d552?xsec_token=AB6BNjaK97sU9Q1e8DY9XaQj2Vl88N_TcTpW0ZrjbUYu4=&xsec_source=pc_user,和好朋友看狂野时代就这样拍！,,"电影狂野时代, 瑞幸咖啡, 易烊千玺代言瑞幸咖啡, 喝瑞幸一起狂野",11月22日,北京,1717,62,132
https://www.xiaohongshu.com/explore/69200225000000001e032f09?xsec_token=ABfnDni5N4-REhLdQa6lqtc9o5R_6YIGIoCsuDNJn9SLA=&xsec_source=pc_user,电影《狂野时代》🎬今日上映！,作为咖啡茶饮行业独家合作伙伴 邀请大家一起晒出你的“狂野” 记得带上瑞幸一起看luckin coffee瑞幸咖啡全球品牌代言人易烊千玺啦~,"电影狂野时代, 喝瑞幸一起狂野, 易烊千玺代言瑞幸咖啡",11月22日,北京,2670,115,257
https://www.xiaohongshu.com/explore/692075cf000000001f0062d8?xsec_token=ABfnDni5N4-REhLdQa6lqtc-DdgiNPy5ZVsUa5rIRwuMA=&xsec_source=pc_user,狂野时代首映礼，幸运相伴！,作为咖啡茶饮行业独家合作伙伴 📸以咖啡为引，见证银幕新篇,"喝瑞幸一起狂野, 易烊千玺代言瑞幸咖啡, 电影狂野时代",11月21日,北京,1887,52,220
https://www.xiaohongshu.com/explore/69203e71000000001e021140?xsec_token=ABfnDni5N4-REhLdQa6lqtc9UG7Qz3gsIC9MX5ke1LNNo=&xsec_source=pc_user,和代言人易烊千玺一起穿越百年,静候《狂野时代》上映，明天见。,"狂野时代首映礼, 喝瑞幸一起狂野, 易烊千玺代言瑞幸咖啡, 电影狂野时代",11月21日,北京,1万,451,988
https://www.xiaohongshu.com/explore/6920295d000000001e037a21?xsec_token=ABfnDni5N4-REhLdQa6lqtc7s0uI7g5qwWRpeSgMjYjd0=&xsec_source=pc_user,云飨国航，幸会此刻❤️重温下主题航班吧,由北京飞往厦门&成都飞往北京的中国国航主题航班已抵达 万里高空品精品咖啡香，千里旅途有幸运相伴～ 本次主题航班活动，瑞幸咖啡不仅从值机、休息、登机一直陪伴旅客抵达目的地更有定制登机牌、登机伴手礼等丰富礼品给到乘客🎁 未搭乘主题航班的友友们也不用遗憾，小瑞已备好伴手礼啦！,"瑞幸咖啡, 中国国航",11月21日,北京,242,81,219
https://www.xiaohongshu.com/explore/6920046b000000001e023585?xsec_token=ABfnDni5N4-REhLdQa6lqtc85D1qyRVndiQ0YuJwWb8_g=&xsec_source=pc_user,如果你冷不丁忘了拿瑞幸,那再放放就会变成热布丁...... 不对！是会变成备忘🦌！,"瑞幸咖啡, 抽象的艺术",11月21日,北京,1382,86,138
https://www.xiaohongshu.com/explore/691fc89d000000001e02ea35?xsec_token=ABd9OUqGY9sKYwGraTlE3ou7ZWYRlHjIzTLrsRCOgtV9o=&xsec_source=pc_user,和代言人易烊千玺一起，一感一世界,"很高兴成为电影《狂野时代》咖啡茶饮行业独家合作伙伴 和luckin coffee瑞幸咖啡全球品牌代言人易烊千玺一起，一感一世界 	  11月22日，影院见。","电影狂野时代, 喝瑞幸一起狂野, 易烊千玺代言瑞幸咖啡",11月21日,北京,3622,97,1028
https://www.xiaohongshu.com/explore/691dcba1000000001f00d307?xsec_token=ABWtrG2vgJo06KTXvrgj4w7BoWGmR0DFflsLgkk2QJyFk=&xsec_source=pc_user,☕️一杯瑞幸，陪伴你的乘机之旅,云飨国航，“幸”会此刻！乘坐国航班机 小瑞用香醇咖啡陪你一起抵达目的地🛫,"瑞幸咖啡, 国航",11月20日,北京,2286,255,369
https://www.xiaohongshu.com/explore/691dcdef000000001e026cbd?xsec_token=ABWtrG2vgJo06KTXvrgj4w7FQt5sbHRKXqy-w3Gj9Wvq8=&xsec_source=pc_user,新旅途✈️瑞幸咖啡携手国航,瑞幸咖啡携手国航共同推出机上定制化咖啡产品 ☕️11月21日起，乘坐北京往返成都、厦门、广州、深圳的航班经济舱的旅客 可在旅途中享用由瑞幸咖啡提供的专属定制随行咖啡棒产品！,"瑞幸咖啡, 国航",11月20日,北京,545,73,187
https://www.xiaohongshu.com/explore/691d2f0a000000001e03bc8c?xsec_token=ABWtrG2vgJo06KTXvrgj4w7D7g3wMABW-FGfGYiSPo_28=&xsec_source=pc_user,准备提前进入疯狂动物城的生活了！,"这个周末就这么和好朋友一起出门✌🏻(៸៸>⩊<៸៸｀) 提前开始适应动物城的生活啦！ 三家主题店已经准备好迎接各位居民欢迎来线下打卡哦 📍广州-高德置地秋广场店 📍杭州-延安路湖滨店 📍上海-南京东路步行街百联ZX创趣场店 	 🤫偷偷告诉你，拿上PP杯打卡 不露脸也能轻松出片！ 	 感谢博主@一块美味的培根s@拿铁. 授权","瑞幸联名疯狂动物城2, 瑞幸咖啡, 欢迎回到疯狂动物城, 疯狂动物城2, 你可以永远相信童话和魔法, 拍照打卡",编辑于 11-20,北京,556,85,142
https://www.xiaohongshu.com/explore/691c43be000000001f008502?xsec_token=ABr3A8xqtKD2JN0p7oj6UuuddkSH-4cwZb-WrX8A647j8=&xsec_source=pc_user,没错！我们lucky的痛车就是这么权威！,@我是瑞幸lucky 携手哈啰，一起送上冬日第一份温暖 上海&广州Lucky定制痛车，等你来偶遇打卡 点一杯瑞幸☕解锁一次免单骑行！,"瑞幸咖啡, 喝瑞幸免费骑哈啰, 幸运啡行模式, 骑一程免单瑞一杯很暖",11月18日,北京,1768,249,806
https://www.xiaohongshu.com/explore/6918800f000000001b027c5a?xsec_token=AB-r6i5Tmv_Ub1bB_RkgBk9b5chllhpao4CXpW960qNUg=&xsec_source=pc_user,说到冬天，就是_____？,"猜口令，最高可以获得IPhone17 Pro Max！ ⏰11月18日至23日⏰ 在瑞幸咖啡站内进入猜口令活动页面 输入正确口令后，有机会赢取奖品一份（同一用户限领一次） 	 ❓这个冬天最爱喝：疯狂多肉____咖❓ 输入文字即可参与哦🙋","瑞幸咖啡, 瑞幸联名疯狂动物城2, 疯狂动物城2, 欢迎回到疯狂动物城",编辑于 11-18,北京,470,131,628
https://www.xiaohongshu.com/explore/691bfa0a0000000004021738?xsec_token=ABMkTgLCoH269i7yufxTBW1u_VPwD5NcBtwX5k0ja1n2w=&xsec_source=pc_user,瑞幸咖啡×哈啰🚲这是谁定制的lucky痛车,瑞幸咖啡×哈啰，邀你一起喝咖啡、免单骑！ 即日起通过哈啰，下单瑞幸，就有机会获得骑行免单惊喜🎁 上海和广州还有城市限定定制@我是瑞幸lucky 单车，快来偶遇打卡吧,"瑞幸咖啡, 喝瑞幸免费骑哈啰, 幸运啡行模式, 骑一程免单瑞一杯很暖, 哈啰",11月18日,北京,437,161,446
https://www.xiaohongshu.com/explore/691aec760000000005039ddc?xsec_token=ABNv_WVLmmADCYc0sb5v9avUKVsj8VbghAgDZFgvbC5OI=&xsec_source=pc_user,🥕刷到这条，就说明你该喝维C了！,不知道喝什么？ 随机抓几个小编来交出最近的自留款！,"瑞幸咖啡, 每日维C果蔬茶, 生椰杨枝甘露, 草莓乳酸菌冰茶, 茉莉花香拿铁, 小黄油拿铁, 瑞幸推荐, 必喝",11月18日,北京,324,53,81
https://www.xiaohongshu.com/explore/691afa8f000000000400015d?xsec_token=ABNv_WVLmmADCYc0sb5v9avcSADlhjwq3hWvGOE4vToUI=&xsec_source=pc_user,联名主题PP杯如何获得❓请看VCR,小瑞不许还有人没拿到这么美萌的PP杯！ 🛒任意果C美式（超大杯）🥥生椰杨枝甘露（超大杯）🥬果蔬茶（超大杯）或柠檬茶 都可以获得同款杯子哦！ ⏳数量有限，先到先得,"瑞幸联名疯狂动物城2, 疯狂动物城2, 欢迎回到疯狂动物城, 瑞幸咖啡, PP杯, 点单攻略",编辑于 11-17,北京,5953,1541,546
https://www.xiaohongshu.com/explore/691a9a2d0000000005002a6f?xsec_token=ABNv_WVLmmADCYc0sb5v9avW7whO7MVaotPGRr9LAapzM=&xsec_source=pc_user,感恩每一个你💙瑞王卡限时升级🆙,瑞幸八周年疯狂感恩季📣 瑞王卡新功能感恩上线 1分钱开卡，开卡即享受👇 全场大杯饮品8.8元等诸多好礼 更多优惠，详见图内,"瑞幸咖啡, 瑞王卡, 感恩节",11月17日,北京,197,42,119
https://www.xiaohongshu.com/explore/691885ff000000001b02148f?xsec_token=AB-r6i5Tmv_Ub1bB_RkgBk9Q3TYOYnnkUXK6PR_VCmT1k=&xsec_source=pc_user,鹿透社抵达🦌欢迎来到疯狂动物城,"🦊瑞幸咖啡与 联名周边今日起上线🐰 鹿透社将为您详细报道本期资讯 	 主题杯怎么获得❓ 🥤购买任一饮品 即可获得相应杯型对应的任一主题杯 主题杯总计9款 	 杯套、纸袋怎么获得❓ 🥤购买任一热饮，即可获得一款主题杯套（3款随机） 🛍️外带任意饮品，即可获得对应单杯或双杯纸袋（单杯纸袋1款/双杯纸袋2款） 门店自提订单，杯套和纸袋需要自取哦 	 周边怎么获得❓ 同一订单任意两杯，即可获得联名PVC贴纸 双杯套餐，即可获得可动磁吸金属徽章*1（总计3款，款式可选） 双杯套餐，即可获得可动亚克力徽章*1（总计4款，款式可选） 四杯套餐（可预存），获得毛绒相框*1（总计4款，款式可选，仅部分城市有售）","疯狂动物城2, 瑞幸联名疯狂动物城2, 欢迎回到疯狂动物城, 疯狂动物城2, 瑞幸咖啡, 瑞幸新品",编辑于 11-17,北京,1122,149,260
https://www.xiaohongshu.com/explore/691880660000000005000287?xsec_token=AB-r6i5Tmv_Ub1bB_RkgBk9Rg91kO_h0_PMqFsElh7SqI=&xsec_source=pc_user,当疯狂动物城开了一家咖啡店,鹿透社今日监测到 最近居民们都爱喝一款叫做「疯狂草莓多肉咖」的咖啡🍓 快来随本鹿一探究竟吧！,"瑞幸联名疯狂动物城2, 疯狂多肉草莓咖, 疯狂草莓冰茶, 疯狂动物城2, 瑞幸咖啡, 欢迎回到疯狂动物城, 瑞幸新品",编辑于 11-18,北京,6.5万,2504,832
