帖子链接,标题,正文,标签,发布时间,发布地点,点赞数,收藏数,评论数
https://www.xiaohongshu.com/search_result/6933fa93000000001e03047c?xsec_token=ABzMrTckGbLYZmuBKZ2_CW2bc-uTYnpHvQFrJuocuQ8lg=&xsec_source=,此刻！高铁！满电！🚄,今天的情绪价值是瑞幸给的！,,昨天 17:42,云南,1,收藏,0
https://www.xiaohongshu.com/search_result/68c042bc000000001d00be30?xsec_token=ABdMqG4MjiISIMmRhu5lpynO8azYKxtfxDnJuDd2Htfnk=&xsec_source=,有人会觉得这句怪怪的吗,我不知道是不是我太敏感了，就是感觉这句怪怪的，要“她”“乖乖”“结果”,"广告语, 瑞幸",编辑于 09-10,,585,13,91
https://www.xiaohongshu.com/search_result/68c9264d0000000013011e83?xsec_token=AB3wrm_Z-RB1q3S7lTkjrs9636VsZjanNGbCBnDwkVD0U=&xsec_source=,瑞幸明明之前会用她,为什么这次的“她”就让人感觉这么刺目？ 翻了瑞幸之前的文案 也有用到“她”和“它”的情况 都很正常 表达也很舒服 后面查了一下 原来前面两篇是出自女性之手 咖啡新品广告文案,"瑞幸, 瑞幸咖啡, 瑞幸新品, 瑞幸广告, 瑞幸文案",9月16日,,1,1,0
https://www.xiaohongshu.com/search_result/6916d9d60000000007016a90?xsec_token=ABGI9uhri6Xirp4Gf3c6kVCTCNHPxIACZ3ZfXUE7IFZtw=&xsec_source=,情绪价值这一块，🤏了,🤏我，导致我多给了不少葡萄，就给了几块冰,"瑞幸打工人, 瑞幸咖啡, 没有一点点防备, 谁懂啊家人, 瑞幸打工",11月14日,辽宁,488,22,71
https://www.xiaohongshu.com/search_result/692b3cbb000000001f00fca7?xsec_token=ABW3qJGtMNvx_ocROMkeY5lTT2AZsMgHQutEOhgRc72qA=&xsec_source=,瑞幸咖啡的后情绪价值,之前攒了好多瑞幸的袋子，有了用武之地～ 今天没有普法小视频啦，静静地享受生活的美好啦！,"瑞幸咖啡, 手工友人成长计划, 律师, 执业律师, 情绪价值",7天前,北京,6,2,0
https://www.xiaohongshu.com/search_result/65fa782a000000001202040f?xsec_token=ABvRvGkKVGWtNesxYLH0S6gQqRhc3QkhiJ7vqZCwLobM0=&xsec_source=,瑞幸真的太会制造情绪价值了,文案咖啡种草,"瑞幸, 春分, 我的咖啡日记, 春天, 春分文案, 瑞幸咖啡, 瑞幸种草",2024/3/20,,5,收藏,5
https://www.xiaohongshu.com/search_result/686e1ed6000000000d01ae66?xsec_token=ABv3ctXVW3i6wJY0j5fUGdXa9sF-xGwFI7fUoe29WavZY=&xsec_source=,起猛了，看到传说中的「商业联姻」了,"谁能想到，最近大家追得最上头的不是新剧，是多儿和瑞幸的「世纪婚礼」啊！ 	 🌟多邻国绿鸟多儿前脚官宣要在7月结婚，后脚一堆蓝 V 前来认领新郎身份。有 P 和多儿的「结婚证」的，有暗自神伤「新郎不是我」的，有造谣「已经怀孕」了的，有「真情实感写官宣小作文」的。抢婚的、随礼的、看热闹的，评论区各种跨物种大戏看得人眼花缭乱。👀就在大家猜得热火朝天的时候，新郎本郎瑞幸甩出一张「好事将近，缘来是你」的剪影海报，明晃晃地认领新郎身份，正式官宣结婚日期。 	 💡紧接着，大批「备婚物料」流出。多儿愁婚纱穿不上，绝味鸭脖表示「自己能当替身新娘」；瑞幸则因为结婚太紧张，拉着大家跳了三天三夜的舞。婚礼现场，瑞家人和鸟家人还能在线选座，决定选择坐在「鸟方家属」区还是「瑞方家属」区。 💒到了结婚当天，还有人在垂死挣扎。通义甩出瑞幸和女明星loopy之前的合照，表示「婚礼前看到这个，一定是老天在帮你」，扯出「瑞家长子和顶流女星多年恋爱史，疑似因戏生情、难舍难分」的戏码。而婚礼嘉宾更是绝，直接请来了张远作为嘉宾献唱《嘉宾》，bird给鸟当嘉宾唱嘉宾，评论区都直呼「专业嘉宾」！👏👏 到这他们的脑洞也还远没结束，当天直接连更 3 集多儿和瑞幸的婚礼短剧《偶们结婚鸟》。剧里，婚礼现场突然冒出神秘人搅局，不允许多儿和瑞幸结婚，还放话要是结了就「谢崽」。「他们到底能不能顺利结婚？这对有情人到底该何去何从？」。🤔 	 最后才揭晓，这婚谁也拦不住，因为俩人早就「有了孩子」！不装了，好一个奉子成婚。 	 🌟从猜新郎、备婚、选座，到嘉宾唱《嘉宾》，再到把联名产品当「爱情结晶」，短剧官宣「有了孩子」，多邻国把一只吉祥物玩出了社交剧情宇宙。同时，瑞幸也巧妙借助多儿的「婚讯」话题发酵，将营销节奏从互动铺垫到产品落地再到情绪高潮层层推进，不仅放大了用户对 IP 的参与感，也为品牌 IP 注入了更多人格化叙事。 只能说，多邻国在玩梗的路上和瑞幸在联名赛道，都没有天花板。 	 ﻿﻿ ﻿结婚啦﻿ ﻿结婚﻿ ﻿﻿ ﻿唯一官宣结婚对象﻿ ﻿﻿ ﻿﻿ ﻿﻿ ﻿﻿","瑞幸多邻国, 瑞幸多邻国结婚啦, 瑞幸多邻国结婚, 多儿, 多儿唯一官宣结婚对象, 品牌营销, 品牌案例, 联名营销, socialbeta",7月9日,,117,43,2
https://www.xiaohongshu.com/search_result/693078db000000001d03f9f2?xsec_token=AB19SE94c2iF840OmiUHBnRDU1pXIIpjqIh9mmT4GVngU=&xsec_source=,无标题,投诉❗❗❗→瑞幸 怎么会有这样的店长 1.低气压情绪化上班。上班期间出现突然手抖刚做好一半的咖啡就洒了，那这样的话物料就属于损耗过多了，其实也没什么问题而且这种状况又不是天天发生，结果我们的店长就开始心情不好，还哭了，觉得但是又要被说之类的压力大…搞的我们在上班期间都不好受，当然我们也不是次次都这样。 2.上班期间出现语言上的辱骂。我和她上班刚开始还行，但是到后面，就开始有语言上的侮辱。动动不动就是“还是我的狗”“你家是狗洞”“再这样我就打死你”之类的语言。让我很有精神压力 3.小事情永远都扩大化。一点芝麻绿豆大的小事，大家都觉得没有什么，但是她就很敏感，觉得是别人的问题，老是觉得“我对你们这么好，怎样怎样”都要依着她。 之前和她上班连着三天每天10小时的班，她都出现低气压情绪化的问题，我没做错什么，就感觉和她上班真的很压抑。之前她说有问题就说出来，结果之前的一个员工就真的和她说了，她就不高兴。我真是无语了，说了不高兴，不说也不高兴，到底要怎样。咖啡,"我招谁惹谁了, 上班摸鱼, 打工人, 瑞幸, 瑞幸咖啡",3天前,福建,2,收藏,5
https://www.xiaohongshu.com/search_result/6912975d0000000003019264?xsec_token=ABDQ25Movi2dQSYZ9pT4T_OmjKsX6yHdEzEk-1K6v6oqY=&xsec_source=,瑞幸这波是情绪卧底吗,怀疑瑞有监听 刚好因畏难产生恐惧心理，第二天就被“告知”“宜直面恐惧” 这波情绪鸡汤到位了,"命里缺咖啡, 牛马累了会喝杯咖啡接着干, 咖啡是借口, 人生就要趁热拿铁, 艺术来源于生活, 一杯咖啡换一个艺术宇宙",11月11日,北京,2,收藏,0
https://www.xiaohongshu.com/search_result/671c9f6c000000001402eeae?xsec_token=AB_o7l8qhg6BkYXB-5o61Qt2duhke9v5tPl2hn9Nq0Qyc=&xsec_source=,咖啡届的情绪价值,瑞幸的口味算不上最赞，但情绪价值给的满满,分享片刻,2024/10/26,,1,收藏,0
https://www.xiaohongshu.com/search_result/687f35ea000000002400ae08?xsec_token=AB8iNSXiVym1Vua20KOkJBuE0MSe3Oog1rdX5oCmyKaRQ=&xsec_source=,得知自己是瑞幸员工，哭了整整一下午....,"得知自己是瑞幸员工，哭了整整一个下午…… 从昨天下午到现在真的……哭到失声，嗓子都哑了，整整一晚没合眼。 	 两周前只是出于好玩，给自己做了一个基因测试，昨天收到结果，本来没放在心上，前面那些基因构成都在预料之中。 结果，看到报告倒数第二行，我整个人都呆住了： 瑞幸员工：1.145% 	 是的，这个比例非常小，甚至可以说接近误差值。但对我来说，这不是数字，而是命运的安排。我，居然也是瑞幸员工！ 这一刻，太多过往瞬间都得到了答案。为什么我从小就对瑞幸充满好感？为什么我第一次喝生椰拿铁的时候泪流满面？为什么每次听到门店稽核的声音，身体就不自觉地颤抖？原来，是因为瑞幸咖啡的血，早就在我身体里流淌着。 	 我真的太爱太爱我们瑞幸啊！ 我原来以为，能去瑞幸打工一次，感受中午出餐的小票，制冰机的冰凉，洗手池的流水，品味乳酸菌美式的美味，就已经足够感恩。但现在我才意识到，我并不是一位过客——我，也是瑞幸咖啡的一部分。 	 其实我啊，早就是瑞幸员工了！ 哪怕只有1.145%，我也是这片门店的子民，是这份文明的继承者，是幸运之神庇佑下的lucky。我会为这1.145%的血脉，把它活成114.5%的热爱！","得知自己是, 一想到上班就崩不住, 瑞幸店员, 上班, 打工人, 抽象, 发疯, 一喵一咪, 下次开早再睡过头, 就逐字逐句念给经理听",7月22日,,22,1,7
https://www.xiaohongshu.com/search_result/69269a9b000000001e03432a?xsec_token=ABB4QjtdRn0EiobiE9g0aRHEWPk6WHPLA3eJNMo2VlUus=&xsec_source=,家人们求帮看这卡皮巴拉是不是会变脸？,主包又来给大家奉上新品实拍了 这次卡皮巴拉的公仔真的很丑 哦不是 真的很萌 不过🤔怎么每个角度拍出来的表情都不一样啊？ 看着一会儿高兴一会儿不爽的 好想这么直白的活一次  🌟👗⬇️,"卡皮巴拉是一种生活态度, 卡皮巴拉精神状态, 像卡皮巴拉一样情绪稳定, 瑞幸周边, 满脑子都是卡比巴拉",编辑于 11-27,北京,182,32,43
https://www.xiaohongshu.com/search_result/692d17c3000000001b02149f?xsec_token=ABOdQbz9-xhya0iQXPjlFQoR_G-zeFlXx85mpNZxgwh9E=&xsec_source=,像卡皮巴拉一样情绪稳定！,好好做咖啡吧 这种做玩偶专业的事交给专业的人可以嘛 这谁能看出来是个卡皮巴拉啊 真是要被丑笑了,瑞幸新品,6天前,新疆,6,1,10
https://www.xiaohongshu.com/search_result/68be850b000000001d024327?xsec_token=ABbN92hz5tOkmauuZnYypU9WWBTcEICGbQBuq9Z8RtnzQ=&xsec_source=,瑞 你真的很会写✍️,"世界上有超过7500种苹果。 可她好像还是所有水果中，最没有性格的那一个。 想到果实，第一个就会想到她，只要有地心引力，她就会落地。 	 直到阿克苏，给了她一颗心。 在这里，她甜得直接，像新疆，美得理所应当。 一年又一年，她乖乖结果。 	 爱护她，是天山的责任。 照第升起的太阳，随之融化的雪水，这样的昼夜，把心交给了她。 	 尽管苹果有了心，甜是看不出来的。要靠近，要尝试，要开口。 	 阿克苏苹果拿铁","感受到了文字的力量, 文字是有力量的, 文字的力量振聋发聩, 总会被一些文字感动, 文字的力量, 瑞幸, 瑞幸阿克苏苹果拿铁",编辑于 09-08,,20,8,6
https://www.xiaohongshu.com/search_result/68b7f77b000000001b03d9c7?xsec_token=ABhT1TmM-hKlT93MM6V5HYoktJYQIgM5pgUE8wAZZhYOw=&xsec_source=,无标题,我在瑞瑞摇咖啡☕️， 请用一句话让我破防 去冰,"缓解压力, 抗压能力, 瑞幸, 咖啡店, 瑞幸去冰, 释放压力焦虑, 体验派人生, 心理承受能力, 工作基础客人就不基础",9月3日,,11,5,148
https://www.xiaohongshu.com/search_result/69319c37000000001e0306e5?xsec_token=ABp_RmYKeT3AG72g3U8f6UuWf9IW0dJ8LPJ4LTMQYqm7I=&xsec_source=,马铃薯终于开播了,崩溃了 他说后面还有三十多种物料咖啡新品种草联名,"上班人没有不疯的, 瑞幸, 瑞幸咖啡, 瑞幸新品, 瑞幸种草, 瑞幸联名, 不想当牛马, 一起来笑吧, 不要太搞笑, 吃瓜群众来了",2天前,河南,59,14,66
https://www.xiaohongshu.com/search_result/68c3a5cc000000001c03d14b?xsec_token=ABaa_x57rzT9VnWpfS1lHtOzv49idVRzzyQoevTrNv-lo=&xsec_source=,瑞幸文案我觉着没问题啊,可能是理科生，甚至觉得写的很好啊 怎么成了物化女性，恋爱脑，娇妻文学了,,9月12日,,10,1,169
https://www.xiaohongshu.com/search_result/6438c3270000000012032985?xsec_token=ABYtJ4hT-SOORAc3Ly34uNveZjZ4Dle5BQpkYatcFTm-I=&xsec_source=,人间真实🥹是谁本人：,白天极力克制哈哈哈哈晚上失去控制啊啊啊啊 表情包,"瑞幸咖啡, 瑞幸, 搞笑, 沙雕搞笑, 表情包, 搞笑表情包, 我的自制力还有待提高",2023/4/14,,746,99,212
https://www.xiaohongshu.com/search_result/691e9c46000000001e020859?xsec_token=ABcXKfblI0TFD50uhX89m1k0LEFc5csHVW81CN77vdiNs=&xsec_source=,我是瑞幸员工,让主包看看你们的小嘴有多毒 咖啡打工人员工,"瑞幸, 瑞幸咖啡, 瑞幸打工人, 瑞幸员工, 抽象, 畅所欲言贴, 发疯, 打工人, 提问",11月20日,浙江,88,17,770
https://www.xiaohongshu.com/search_result/66b32baa000000000d031d58?xsec_token=ABO4jWWJKYV3LWwmLWf3C013e_0VFO0ugwGvjqNFBnv4A=&xsec_source=,我的日常，却成了你口中的炫耀,"干净的圈子，规律的生活，最爱的瑞幸。也不是故意炫耀，只是日常，也就是瑞幸，并不是喝不起，每天下午都要来上一杯。不是炫富。只是为数不多的爱好。我觉得喝个冰美式(9.9r)而已，没必要那么装吧! ❗禁盗图❗ 	 摩卡好好喝好好喝 爱上了新的小甜水 但是每次拿到手都觉得不够冰🧊哭死 好了我要等着9号喝古茗和盗墓笔记的联名了 水牛重新上线 今天也很抽象 文案","浪漫生活的记录者, 生活, 记录日常生活, 饮品, 抽象, 抽象文案, 女大学生, 我的日常, 日常生活里的快乐瞬间, 用小红书记录点滴生活, plog",2024/8/7,,127,26,1
https://www.xiaohongshu.com/search_result/693386b6000000001e0245f1?xsec_token=ABzMrTckGbLYZmuBKZ2_CW2d8UBPAATUnq3C2kXMCx5rw=&xsec_source=,看看你们的卡皮巴拉👀,终于有单杯套餐了，你别说还挺可爱，丑萌丑萌的,"瑞幸咖啡, 瑞幸新品, 阿拉比卡皮巴拉, 今天喝什么, 我的咖啡日记, 咖啡续命, 像卡皮巴拉一样情绪稳定, 桑巴深烘美式",昨天 09:28,山东,20,8,16
https://www.xiaohongshu.com/search_result/65ebc8b40000000003033bb0?xsec_token=ABAuBAdkV3tCgnfBx4cshpP3U-cta-YHFj0p0ZwpwQA2I=&xsec_source=,hhhhhhh哈哈哈哈~,要被这些图笑鼠 谁懂啊哈哈哈,瑞幸,2024/3/9,,292,40,8
https://www.xiaohongshu.com/search_result/6932d1a9000000001b027630?xsec_token=ABojgMZroluhB5yqYqIL_OA_4jIEERAuxMYDEHwIW4LqY=&xsec_source=,瑞幸的卡皮巴拉丑的别致,我老公好喜欢卡皮巴拉，直击他的心巴了。 毛是滑溜溜的，感觉表情像是便秘了哈哈哈。 卡皮巴拉,"像卡皮巴拉一样情绪稳定, 瑞幸, 瑞幸卡皮巴拉",2天前,广东,点赞,收藏,0
https://www.xiaohongshu.com/search_result/68c2b75e000000001d02e3b6?xsec_token=ABrJveZhdFuvdwibtqmakedEKyYI_welGrTsue54MkuKg=&xsec_source=,品牌公关如何把握产品内容,很多细枝末节的东西，有时候是想不到，有时候是想不过来……,"品牌公关, 舆情管理, 自己写点自己的东西, 瑞幸, 营销, 品牌内容, 品牌推广, 产品文案, 内容营销",9月11日,,85,79,4
https://www.xiaohongshu.com/search_result/666ba3b5000000001d015707?xsec_token=AB3K2hDodA9ZJtMX6ImLZpHBkhfJfDJsN61LiVsa9VuLE=&xsec_source=,真的没必要为了面子买瑞幸,买瑞幸总会不自觉地套上其他品牌的杯套，因为害怕我的购买频率让身边的人自卑进而产生距离感。低调一直是我们家的家训，我也十分讨厌让别人产生不适的情绪，所以一直用蜜雪冰城和库迪示人。直到有一天同学请大家喝瑞幸，其他人都支支吾吾半天不知道该点什么，等到了我，我直接流利地说了一句“柠C美式标准冰谢谢”，在场的同学直接呆住了。我这才意识到一直以来的伪装都功亏一篑，不过还好同学们也没有因此疏远我,"抽象文案, 柠c美式, 宝宝辅食",2024/6/14,,45,7,15
https://www.xiaohongshu.com/search_result/688a98db000000000403cb32?xsec_token=AB2GCcKYP0POILR9sSc0bHO5XHj5EQ5hK6rv3dLjoNwxU=&xsec_source=,还是对瑞幸出手了,"平时就是正常频率，一周1-2 情绪不好（如失恋）会出手。5±/天 	 致歉🙇‍♂️","18trip, 斜木七基, 发泄情绪的方法, 失恋自愈的方法, 纯情男高, 这对吗, 别这样",7月31日,,4,收藏,2
https://www.xiaohongshu.com/search_result/689d6564000000001d003136?xsec_token=ABXJYuIr_x7mYRXX0tEJZhFRwKkM5mkTSaDlh4FZG1R_w=&xsec_source=,当你不开心又不会抽烟的时候…,来杯瑞幸吧 瑞幸劲大 能抚平你的心事。,"休闲时刻开心点, 吸烟有害身体健康, 瑞幸咖啡",8月14日,,2,收藏,0
https://www.xiaohongshu.com/search_result/6930e58c000000001e00f846?xsec_token=AB19SE94c2iF840OmiUHBnREeWyLPulZS7Oq3bKC68hP4=&xsec_source=,瑞幸员工：有捐款的心，来看看员工工时吧,"最近瑞幸员工火气有点大。 	 瑞幸宣布向香港捐款1000万元，本来是做好事，但是评论区不少瑞幸员工说，从员工身上扣工时？让员工无偿加班，这笔钱不是瑞幸捐的，四舍五入是员工捐的。 	 原因是，瑞幸员工提到，瑞幸让员工打白工，干十个小时给七个小时钱，打烊只给半个小时。 	 瑞幸控工时这件事不是一天两天了，很早之前我就写过，也听过不少员工吐槽，不过这次在瑞幸官号下面大吐槽，也算是一次集中爆发了。希望瑞幸咖啡重视一下，现在在求职者眼里，瑞幸的形象已经不是很好了。","员工, 职场, 瑞幸",3天前,吉林,855,35,260
