帖子链接,标题,正文,标签,发布时间,发布地点,点赞数,收藏数,评论数
https://www.xiaohongshu.com/search_result/6935073d000000001e016884?xsec_token=AB31gcSlUvAFmHafSY6IA0K6coRM1LhKSOP5yQJGgBLeA=&xsec_source=,瑞幸桑巴深烘美式,没喝之前，闻味道感觉不太好闻，但是喝到嘴里那种纯苦的感觉，实际上和我每天喝的摩可纳 double 的苦有点差不多不过咖啡豆磨出来的喝到嘴里还是香很多。喜欢纯苦的可以体验一下，我不喜欢中烘浅烘带酸，这个还是符合我口味的。就是价格么，为什么原价和普通美式一样，用券后价格又比普通美式贵 2 元。,"美式咖啡, 我爱喝咖啡, 瑞幸桑巴深烘, 瑞幸桑巴, 摩可纳咖啡",4小时前,江苏,2,收藏,0
https://www.xiaohongshu.com/search_result/690bf9df0000000007002bb5?xsec_token=ABIem62cX0xlPR0UYzm6l5DWU61Z1AtC3_lgtsIAQe6pg=&xsec_source=,无标题,瑞幸飘了，小黄油拿铁都不卖9.9了,,11-06,,51,7,144
https://www.xiaohongshu.com/search_result/691ae1aa000000000d03ed69?xsec_token=ABYGUGb3nCKaAWWefExd5QfaCoWzDzmXqfHrs2OiNwHhg=&xsec_source=,第一次买瑞幸，果然不适合我,我还以为瑞幸都是9.9。结果闪购都要13。 全甜感觉有点涩➕麻。 而且喝了之后现在有点宫寒（今天在下雪，本人男）➕兜不住稀。。已喷射2次 感觉至少还有一次。。 腾 也天天跌,"葡萄柠檬茶, 腾讯控股, 中芯国际, 港芯",编辑于 11-17,湖北,1,收藏,15
https://www.xiaohongshu.com/search_result/6933c125000000001e008b13?xsec_token=AB3Em2OCDtlw0IyEFDbyNKDDnpQv_uBrkpl9jwe4HDDIk=&xsec_source=,瑞幸咖啡加盟费用明细,想要加盟瑞幸咖啡的小伙伴们，你们最关心的问题来啦！ 	 加盟费：瑞幸咖啡不收取加盟费，但收取一定比例的利润分成，毛利越高收的金额越高。还需要5万元保证金哦！ 	 租金成本：以80米、租金单价5元/㎡/天为例，月租金约1.2万，押一付六的话，租金预留约8.4万。当然，具体租金还需根据当地实际情况调整哦！ 	 原材料成本：咖啡豆、牛奶、糖、纸杯等，这些都是必不可少的。预计初期原材料费用在5万至10万之间，具体数额还需根据实际使用量和采购价格确定。 	 人员成本：店长、咖啡师、收银员...一个都不能少！以1店长+4店员为例，假设平均工资5000元/月/人，每月工资支出约2.5万。还要记得算上社保、公积金等福利费用哦！ 	 设备费：别忘了咖啡机、冷藏展示柜、收银系统等设备，这些也是大头啊！预计设备费用在19万至21万之间，具体数额根据店铺需求和品牌要求来定。 	 装修费用：按照品牌风格统一装修，也是一笔不小的费用哦！大概需要15万左右。 	 总结一下：开一家瑞幸咖啡加盟店，加盟费、租金、原材料、人员成本、设备费、开业促销费用等都要考虑进去。预算大约在50万至80万之间，具体费用还需根据实际情况调整。 	 小贴士：加盟前一定要做好充分的市场调研和预算规划，这样才能确保你的咖啡店顺利开业并盈利哦！ 	 希望这篇笔记对大家有帮助哦！如果你还有其他问题，欢迎在评论区留言给我哦~ 加盟加盟费及加盟条件联营,"瑞幸咖啡, 瑞幸, 瑞幸加盟, 创业分享开咖啡店, 瑞幸加盟费及加盟条件, 瑞幸联营",昨天 13:37,天津,点赞,收藏,0
https://www.xiaohongshu.com/search_result/69301225000000001b027b86?xsec_token=ABNXaFqhvuEANH_K_g2zqJRJ9MvojgK5Pz7eNlzaX9FRA=&xsec_source=,茉莉茶脑袋集合！这3杯好喝到不分伯仲！,是不是很多姐妹和我一样，就算在自律期，也总惦记着喝一口奶茶？别忍了！ 今天安利我私藏的低卡茉莉轻乳茶系列🍵清爽不腻、热量友好，一周喝三次都不怕茉莉脑袋们可以直接收藏冲了！ 	 🔥我的点单真实感受： 📍 霸王茶姬-伯牙绝弦（茶香款） 不愧是经典中的经典！茶底醇厚，茉莉香气特别突出，奶味不过分抢戏～整体清爽不腻，喜欢茶味重的姐妹闭眼入就对了。 ✅点单Tip： 选“不另外加糖”，低卡无负担，嘴里留香很久～ 	 📍 库迪咖啡-鲜萃椰香茉莉 这一杯一口震惊！真的不是伯牙绝弦吗！乍一喝还以为自己喝错了 在经典茉莉轻乳茶里融进了清甜椰子水🍃不额外加糖，甜度却刚好很自然～ 入口是清新的鲜萃茉莉茶香，再搭配印尼椰岛的🥥椰青水，茶香、奶香、椰香融合得超妙，一口就能喝出层次！🥹关键是好喝又划算，求千万别下架！ ✅点单Tip： 一定要配三品管喝！全新体验椰香更明显，口感层次能原地转圈圈⬆ 	 📍 瑞幸-鲜萃轻轻茉莉 也是瑞幸的经典款，走的是清新淡雅风 甜度不高，奶感轻柔，突出的是纯粹的花香与茶感🍵喝起来就是牛乳香+清新茉莉花香，适合喜欢淡口味的姐妹～ ✅点单Tip： 建议少甜/少少甜，口感更顺滑；“不另外加糖”可能会偏淡哦 	 管理期也不用亏待自己～这三杯都是我的心头好，好喝轻负担 如果要选出top1的话！我选库迪！真的给了超大惊喜！在茉莉轻乳茶基础上➕一道椰香，清爽又特别 简直就是性价比之王！用一半的价格还能享受多重的风味，另外加了椰青水真的是点睛之笔！不仅清爽还能实力补钾！,"霸王茶姬伯牙绝弦, 瑞幸轻轻茉莉, 库迪鲜萃椰香茉莉暖冬上市, 奶茶测评",3天前,广东,151,63,8
https://www.xiaohongshu.com/search_result/692d5293000000001b033a27?xsec_token=ABrtNOJKnNM-U5xxfV4bgs8Yg2dseQHWnUsmnrfwjf8JY=&xsec_source=,奶茶系列｜瑞幸鲜萃轻轻红茶,瑞幸「鲜萃轻轻红茶」（热+少甜+不含轻咖） ⭐️ 评分：5/10 💰价格：10.66（券后）~15不等 	 今天是同事请客的奶茶，感谢每次帮我开辟瑞幸新菜单～ 这款入口就是很纯粹的红茶底味道，顺滑不涩口，少甜的甜度刚好不腻。但缺点也很明显 ， 味道真的太 “寡淡” 了，来得快去得也快，喝完嘴里基本没什么余韵，像喝了杯普通的无糖红茶，少了点记忆点。 作为珍珠星人真的要吐槽！没有小料的奶茶总觉得少了灵魂，嚼不到 QQ 弹弹的珍珠，喝起来有点单调😭这个价位能买到很多加了小料、风味更丰富的奶茶，性价比一般。 	 ⚖️总结：中规中矩，不难喝但完全不惊艳，适合只想喝杯清淡红茶、对小料无要求的宝子～,"奶茶测评, 打工人饮品, 不惊艳但能喝",编辑于 6天前,四川,点赞,收藏,0
https://www.xiaohongshu.com/search_result/69159f070000000007034915?xsec_token=ABedZjjrWLjalE_-JL7ME0bILGFijolr9oIj_EH8pb1js=&xsec_source=,瑞幸降价 客服不予处理,之前八杯才能拿到冰箱贴，今天89三杯就能拿。按照他们退款的价格，预存券一杯14.9，那我五杯就是14.9*5=74.5呗，加上三杯套餐也才163.5。之前229买的就是纯纯大冤种。 人工客服是要排队半天的，排到了只会说电话回访，回访是说无法解决的。 建议以后瑞联动都不要买了，反正卖不出去会大降价，到时候美美拿下。,"鬼灭之刃, 我不能理解, 有时候真的很无助, 瑞幸咖啡, 瑞幸联名, 消费者维护权益, 瑞幸鬼灭之刃冰箱贴, 自行避雷, 瑞幸, 多少有点离谱",11-13,重庆,361,51,192
https://www.xiaohongshu.com/search_result/691fb931000000000d00e4e1?xsec_token=ABldCyWoQNce3ZLzcpdlkVtlJmPaRtxU2JqLMUN3QibLo=&xsec_source=,淘宝闪购沙溢丝吧,瑞幸都喝不起了 怎么这么贵啊[完啦R],,11-21,河北,98,15,199
https://www.xiaohongshu.com/search_result/69350cee000000001e0031ec?xsec_token=AB31gcSlUvAFmHafSY6IA0KwflWx40725Qk2UH_4EAwHI=&xsec_source=,➗瑞幸咖啡豆挂件 编号430,编号在图片里，不同编号，价格不一样～ 喜欢的私～,瑞幸咖啡豆挂件,3小时前,广东,3,收藏,1
https://www.xiaohongshu.com/search_result/69252b9b000000001d03aecf?xsec_token=ABkKmywoVR6FHrcdGl8xt5p30f5h8I9GWeaCsafKxJxvs=&xsec_source=,人间自有真情在🥹,跑了老远买瑞幸的咖啡 双杯套餐价格都差不多我想着有周边就买有周边的 邃问店员还有没有疯狂动物城的周边 他以为贴纸不是周边就跟我说没有 	 取餐的时候看到了一沓贴纸藏在下面给我气炸了 然后我就说那你能不能给我塞一张呢，他也说不行 因为监控看着不能给[完啦R] 我知道那也没办法了 而且已经取餐了也没法改了 	 当我即将开始情绪大爆发的时候，旁边坐着的俩大哥直接掏出了一张跟我说 他们不需要直接送我吧 虽然只是一张贴纸而已 那个时候我感觉他们简直是神[完啦R][完啦R][完啦R] 	 明明可以袖手旁观但是还是帮忙解决了问题 直接把在场所有人的问题都解决了 世界需要更多这样的好人 默默祝那俩大哥好人有好报！咖啡[eoi]#,"欢迎回到疯狂动物城, 瑞幸, 瑞幸咖啡, 疯狂动物城2疯狂动物城, 疯狂动物城周边, 世界上还是好人多, 好人有好报, 疯狂动物城朱迪, 疯狂动物城尼克",编辑于 11-25,广西,19,收藏,25
https://www.xiaohongshu.com/search_result/6915ab3b0000000004001283?xsec_token=ABedZjjrWLjalE_-JL7ME0bJzczpRMXurBq6EzWA-qDvI=&xsec_source=,瑞幸咖啡，退钱！,11月3日在鬼灭之刃活动首日购入229元套餐（8杯+礼盒），10天后，11月13日第三方平台价格降至89元（3杯+礼盒，叠加优惠券更低），要求瑞幸咖啡退款90元（229-89-5杯价格一杯10元计算）,,11-13,广东,2,收藏,8
https://www.xiaohongshu.com/search_result/6911563e0000000003023066?xsec_token=ABHWDhPl9L29AIvDV11W-fWhXFaQsSI1iHu_7TRub5mFI=&xsec_source=,很急！！！1r喝瑞幸还有谁不知道啊啊！！！！,速来！光大信用卡1元喝瑞幸手把手薅羊毛 谁懂啊！作为咖啡星人 这周一靠光大信用卡实现了“1元瑞幸自由”！ 亲测流程巨简单，这波羊毛必须按头安利👇 · 🔥活动真的香！我喝到1元苹果c美式☕️了 周一早上在瑞幸app点了杯14元的咖啡 按步骤用光大信用卡付完款 居然只扣了1.1元r！ 满9.9直接减了8r！ 这性价比直接把我香迷糊了～ （⚠️划重点：每周一07:00-23:59才有，海南地区光大卡用户专享！） 打工人的周一咖啡钱直接省出一顿早餐！ · 评论区： 📝4步操作教程（亲测不踩雷） 1. 提前准备：先在「阳光惠生活APP」开通云闪付支付授权 2. 瑞幸下单：打开瑞幸咖啡APP选好咖啡（自营场景都能用） 3. 选支付方式：结算页点“银联”图标，选「阳光惠生活/云闪付」用光大信用卡付 4. 自动减钱：支付页会显示“随机减”，直接立减5.9-8.9元（最低1元拿下！） ⚠️注意：单周限1次、单月限2次，每天名额有限，建议早下单～ ·,"光大信用卡低至1元喝瑞幸咖啡, 瑞幸低价攻略, 光大好优惠",编辑于 11-14,海南,78,12,3
https://www.xiaohongshu.com/search_result/691136650000000004001c9f?xsec_token=ABHWDhPl9L29AIvDV11W-fWv_WtgT4oYJTEdoBldHAMMw=&xsec_source=,价格在合理范围才买单的，瑞幸（指指点点,159不是因为比冰箱贴价格低才买…这才是你最开始应该给出的价格，229滞销是真活该。 柄图不说，吧唧目前还算满意，做的火焰镭射和一点纹路底…？我喜欢镭射(=´∀｀)人(´∀｀=) ———————————— 二编：再次降价，现在能买到便宜的是好事，开开心心吃谷最重要，先前犹豫没买的现在可以冲了。不要对比原价买的网友并抱以一种幸灾乐祸的态度，那没什么意思。 预存券没喝完的可敲客服退钱，七张104.3，能挽回一点是一点； 买了新降价的宝们请尽快去拿周边，🎶的优惠应该是不管门店有没有周边的，谨防后续扯皮。,"鬼灭之刃, 瑞幸",编辑于 11-13,湖南,103,11,107
https://www.xiaohongshu.com/search_result/6932981f000000001e007998?xsec_token=ABkyi7zCVaGXzzVCvC0WUSvw-tm-eDKW4azRQgp7bVsEI=&xsec_source=,瑞幸“窜稀美式”是营销翻车还是天才？,🤔为什么敢这么玩？这套通过烧钱换取市场的打法，在互联网世界不乏成功先例。但咖啡作为兼具功能性与体验性的实体消费，其商业逻辑存在根本不同。互联网平台可以通过烧钱构建网络效应与生态壁垒（如美团的本地生活服务网络），最终可能走向赢家通吃。而咖啡消费是高度分散的，星巴克的“第三空间”、麦当劳的便捷随取、便利店的功能补给，各自占据用户心智与场景的一隅。瑞幸以“效率符号”发起的是无差别攻击，它卷走了对价格极度敏感的海量客户，却未必能建立起坚固的品牌护城河与情感连接。 ☕但咖啡真能靠烧钱定江山吗？💡清醒一点：我们必须对瑞幸模式进行更深层的追问： 其一，关于品牌忠诚度。 当消费者的选择主要受“9.9元”驱动，而非对某一风味或文化的认同，其黏性究竟有多强？补贴的潮水一旦退去，是否会发现用户只是“价格租户”而非“品牌居民”？ 其二，关于管理深度。 在门店数呈几何级数增长时，如何确保数千家门店的产品标准、服务体验不“窜稀”？实体零售的复杂性，远非线上流量运营可比，对人的管理与对品质的沉淀，无法仅靠资本催熟。 其三，关于创新质量。 “生椰拿铁”的成功证明了其产品敏锐度，但此后层出不穷的爆款，有多少是真正的风味创新，又有多少是社交媒体话题的简单嫁接？当营销的声量开始覆盖产品本身，是否会陷入“为梗而梗”的创新疲劳？ “窜稀美式”的争议，恰是这种矛盾的微观呈现。它或许是一次精准的流量捕捞，以最低成本获得了最大声量。但它也像一种隐喻，暗示着在追求极致效率和规模扩张的道路上，某些东西可能正在被稀释——无论是品牌的调性，利润的健康度，还是对消费品行业长期主义应有的敬畏。 瑞幸的故事，是一个资本、技术与中国市场碰撞出的激进样本。它证明了用互联网“闪电战”方式改造传统行业的巨大威力，但也正在触碰实体消费的本质边界。它的底气来自于已成为庞然大物的效率机器，而它的挑战，恰恰也源于如何让这台高速运转的机器，避免在无限内耗中磨损核心，并最终能沉淀下超越价格的、真正持久的品牌价值。这场战役的下半场，瑞幸最大的对手，或许正是它自己一手塑造的、难以停下的游戏规则。,,2天前,江苏,2,收藏,0
https://www.xiaohongshu.com/search_result/68d5f0b9000000000e021766?xsec_token=ABfsQwU5GoWreCQPRkAINLTO7pQwuWrHKt4XSOzDcHk1w=&xsec_source=,兑水咖啡？瑞幸品控支楞一下吧,9.9元两杯的瑞幸，牛马自以为是薅到了羊毛，可是这口感真的清汤寡水。 	 瑞幸，你还是坚持做好品控吧。作为牛马的续命咖啡，你可一定要支楞住啊！,"瑞幸, 半杯都是冰, 咖啡续命, 咖啡兑水",09-26,,5,收藏,6
https://www.xiaohongshu.com/search_result/692eaca5000000001e029a7a?xsec_token=ABAw1qoMhmSf1UDeo3Iv1kHyCZsEeNNMRlI2LdrWujkHc=&xsec_source=,卡皮巴拉限定咖啡☕️咖啡脑袋狂喜‼️,📅12.1新款瑞幸联名： 卡皮巴拉周边+易烊千玺&刘亦菲同款咖啡. 📷照片放⬆️面🉑参考. 	 🌸带刻编码的巴西咖啡豆水晶挂件.联名双杯即得. 🌸俩款纸袋｜三款杯套｜四款联名杯.pp杯俩种. 🧸卡皮巴拉玩偶挂件.个很大.官方购44💰双杯咖啡. 	 ☕️烤椰拿铁+桑巴深烘拿铁/美式： ✔️烤椰最好喝.无纯牛奶.椰乳+巴西咖啡豆.刘亦菲同款.跟生椰拿铁很像.自带甜.🉑换意式浓缩搭配. ✔️桑巴深烘拿铁味道比美式好喝.不加糖正好.浓缩液含量高.比较醇厚味道.美式深烘浅咖啡着不适合. ⚠️联名双杯没烤椰拿铁.需单独买.水晶挂件值得入. 	 @发发薯@生活薯@薯队长@热点薯@日常薯@潮流薯@本地薯@薯条小助手@吃货薯@新品薯@土拨薯@城市情报官@小红书创作助手@小红书成长笔记@小红书创作学院 creator academy@小红书体验站@是小红书人啊@小红书兴趣季,"这才是联名的正确打开方式, 我的咖啡日记, 灵感好店出道计划, 瑞幸新品, 原来咖啡还能这么玩, 热点, 千粉成长任务, 卡皮巴拉, 瑞幸联名, 喝影帝同款",4天前,天津,48,9,26
https://www.xiaohongshu.com/search_result/6932788b000000001e02d8da?xsec_token=ABkyi7zCVaGXzzVCvC0WUSvyJC2dtKJVOsN2Bj4EfLJqY=&xsec_source=,巧克力蘑菇头，我的最爱,星巴克的巧克力蘑菇头，库迪的巧克力蘑菇头，还有costa的地方巧克力蘑菇头，哪个更好吃呢？ 这三个我都吃过啦，还是最喜欢星巴克的巧克力蘑菇头。 首先来分析一下库迪的巧克力蘑菇头，虽然9.9，性价比蛮高，但是吧，口感差点，有点干噎，整个口感松松垮垮，很甜，也没有巧克力的味道。 其次，costa的巧克力蘑菇头还是不错的，价格有点贵，得等打折有折扣买划算，稍微比星巴克的苦一点点，巧克力的味道重一点。 最后就是我最喜欢的星巴克的巧克力蘑菇头，很厚实，巧克力味道很浓郁，甜度刚刚好，不是很干，口感很好，配一杯瑞幸9.9的美式很不错。 而且外卖算下来好像价格还可以，十块钱差不多一个，性价比更是拉满了。,"巧克力麦芬, 星巴克巧克力麦芬, 库迪巧克力麦芬, costa巧克力麦芬",2天前,上海,1,收藏,2
https://www.xiaohongshu.com/search_result/692ca30b0000000019024361?xsec_token=ABLRx0UietzBVsmRA_XmYpr60nH7c_FnrATqBMZLi9Asg=&xsec_source=,卡皮巴拉怎么买最划算啊,好可爱🥰 可是要四十多块唉,"瑞幸咖啡, 卡皮巴拉是一种生活态度, 卡皮巴拉, 喝影帝同款, 易烊千玺, 深烘拿铁",6天前,山东,25,10,70
https://www.xiaohongshu.com/search_result/68d5f51e000000001203e126?xsec_token=ABfsQwU5GoWreCQPRkAINLTFMQrKcqXDnUfHtXbcSZ2FU=&xsec_source=,瑞幸咖啡只有76大卡？,茉莉花香拿铁热量比双耶拿铁（117大卡）还要低好多 这是为啥？,"瑞幸咖啡, 茉莉花香拿铁, 双耶拿铁, 热量计算, 卡路里消耗",编辑于 09-26,,77,16,74
https://www.xiaohongshu.com/search_result/691d81f7000000001e0295f4?xsec_token=ABckO_cWiDtf5g351EItU5DcY4LJymhvXtAA-TygakcWk=&xsec_source=,瑞幸你真会做生意,加上这个防伪表 放到迪士尼 不得卖到69，89 就凭这性价比 第二波我也要冲一下了 听说30多两杯+徽章 这么看是很值了,"欢迎回到疯狂动物城, 疯狂动物城2, 瑞幸新品, 这才是联名的正确打开方式, 一代有一代人的破烂, 动物城周边, 疯狂动物城朱迪, 疯狂动物城尼克, 疯狂动物城周边, 疯狂一杯咖",11-19,河北,137,26,69
https://www.xiaohongshu.com/search_result/690836b40000000003039701?xsec_token=AB3tBTeH0c9jeHP-x4X1cEU-dqhoHv9yvj5kjDF8conGE=&xsec_source=,蒜了不喝了,涨价 刚打开想来一杯，发现又涨价了之前是每周的新品涨价要么就是电子徽章对应的饮品涨价，没意思不喝了还不行吗，反正我是穷鬼,"瑞幸, 瑞幸涨价",编辑于 11-03,,15,1,26
https://www.xiaohongshu.com/search_result/692d4bab000000001e003112?xsec_token=ABrtNOJKnNM-U5xxfV4bgs8UQUDIM-USB2RlmeVJ_gdoM=&xsec_source=,瑞幸新品—桑巴深烘拿铁,"瑞幸的咖啡，说实话，普通的各种风味口感，更多像饮料，但是""风味""太浓，咖啡不显。 今天看到这个桑巴深烘试喝了一杯，真实点评 ①至少喝出了咖啡都的深烘感，全是咖啡了； ②浓郁有点，所谓的焦糖甜感，黑巧尾韵~抱歉，貌似未感觉 ③性价比而言。13.9元一杯，还是相对其他9.9的口感稍好些，性价比还行。 嗯~~团购平台11.9元可以再便宜2元。",不喝咖啡会死星人,6天前,江苏,1,收藏,0
https://www.xiaohongshu.com/search_result/691136a4000000000302e7f2?xsec_token=ABHWDhPl9L29AIvDV11W-fWk6vIGEThxdPfg0aAAqNK1E=&xsec_source=,鬼灭瑞幸联名 吧唧均价8.7r！,这次瑞幸终于良心了🥲套餐159 八杯饮品（可存） 159➖80（八杯）＝79 得到了9个吧唧,"鬼灭之刃, 瑞幸鬼灭, 瑞幸新品",11-10,广东,12,1,13
https://www.xiaohongshu.com/search_result/691a9f7900000000050008ea?xsec_token=ABYGUGb3nCKaAWWefExd5QfZ06EgUTdE-IR9TMR6u0k0w=&xsec_source=,瑞幸吃相太难看,瑞幸吃相太难看了 别家联动两百左右获得全套联动周边 瑞幸要 400➕ 看看隔壁库迪联动 一百多就集齐了 从来没看到过这么贵的饮品联动 真把我们当韭菜割啊 我们又不是傻 两杯咖啡才能拿一个徽章 怎么不去抢 真以为我们是冲着咖啡去的啊 不都是冲着联动吗 真拿我们当大冤种呗 我们的钱也不是大风刮来的 评论区不要有人说什么又没人逼着我们买 你自己看看这个价格他合理吗 你要是真有钱你送我一套呗,"无语了, 瑞幸联动, 瑞幸吃相难看",11-17,湖北,134,8,106
https://www.xiaohongshu.com/search_result/692f1f9a000000001e01266f?xsec_token=ABlh1DE27QDFfHX1KiUGBDArm7kO13xjn7ILrepL6kJtQ=&xsec_source=,无标题,｛包邮｝瑞幸鬼灭 纸袋杯套瑞幸鬼灭之刃联名 全新 无折痕杯套 1双杯➕1单杯/杯套 5元 要多少都可以联系，保证正版，价格可谈,,4天前,广东,2,收藏,0
