帖子链接,标题,正文,标签,发布时间,发布地点,点赞数,收藏数,评论数
https://www.xiaohongshu.com/search_result/68e1e7dd000000000503b130?xsec_token=ABc75nVmn3zdp9vTzcD59IzxtkmuQZ3IjofPK2FgnIFPQ=&xsec_source=,星巴克最好喝的是什么？,第1次喝星巴克 可以推荐好喝的吗,"喝什么, 星巴克",编辑于 10-29,,849,597,295
https://www.xiaohongshu.com/search_result/676e45160000000009014e13?xsec_token=ABxJQ_3ecrJzDRWmKuJq7y6eDuL3R91ZrBDovMk6MO3O8=&xsec_source=,无标题,咸鱼星巴克为什么便宜,"不懂就问有问必答, 万能的小红书",2024/12/27,,445,199,300
https://www.xiaohongshu.com/search_result/679f7b1e000000002802b20c?xsec_token=ABtKM7HvYQiadC3hd4oP4Zmxjy6Vh7oLlKHqMAtVSD1SU=&xsec_source=,无标题,大家觉得买星巴克的杯子是不是智商税,"星巴克杯子, 星巴克",2月2日,,1025,445,1231
https://www.xiaohongshu.com/search_result/68b2e8b5000000001c03fb40?xsec_token=AB-kxh25sgxv8E4MlHbkPnI-OPjuqKPaClNHL92oP0EQY=&xsec_source=,原来一杯星巴克是全家人一天的饭钱,"妈妈打来电话的时候，我正在和大学室友逛街。在光鲜明亮的大商场里，手上还拿着1杯星巴克 穷人好像天生对陌生的东西比较敏锐，因为陌生的背后意味着无法被我们预估的价格。于是只一眼妈妈就捕捉到了我拿在手里的那杯星巴克，并问我多少钱 	 我其实知道这不是责怪，只是妈妈的习惯。可在那一瞬间巨大的落差感、对父母的羞愧感以及内心无法宣之于口的苦涩，还是迅速将我吞没 但我依然挤出了笑容故作轻松的告诉妈妈这一杯十几块钱，妈妈还是觉得很贵，说十几块钱已经是全家一天的饭钱 	 可是我没有告诉妈妈的是这一杯其实花了20多；我也无法告诉妈妈当时我一个人躲在商场的厕所间里背着室友偷偷从闲鱼找代下单的窘迫；我更无法告诉妈妈其实这一杯的真实价格可能是30元甚至40元 	 挂断电话后，不远处听室友互相谈论着自己的暑假生活，谈论着关于旅行、看海、演唱会...我好像走出了老家的农村，却又好像永远都无法走出那里了 这是我第1次喝星巴克，真的好苦啊","大学生, 星巴克, 闲鱼, 突然的绷不住, 我的世界一直下雨, 贫穷",编辑于 08-30,,367,27,51
https://www.xiaohongshu.com/search_result/69098a11000000000703bfd2?xsec_token=ABzn8lsl4FEzae-DJ4my4QPi5W22GNYiM4PVtMpblQavg=&xsec_source=,有没有帅的人能讲讲??,好奇，某鱼上卖 肯德基、瑞幸、星巴克 代下单是咋弄的 有没有帅的人能讲讲,,11月4日,,11,3,4
https://www.xiaohongshu.com/search_result/6858b32b000000000b02eb20?xsec_token=ABvpT8T_z2veTmOMGaWfnIOc7kvdVTWX1_s7X75JcDVvU=&xsec_source=,直接就是一杯瑞幸的钱拿下,专星送在闪购上价格真的好便宜，看到价格的时候都傻眼了 这个和店员说多茶底，但不是手摇的，放在机器里尝着有点咖啡味，但多茶底黑加仑味道还有涩涩的也正好，不会很酸。 我去拿杯套的时候店员还问我是不是又点了一杯红莓黑加伦做完这个是清洗很麻烦吗想问哈哈,星巴克冰摇红梅黑加仑,6月23日,,120,16,20
https://www.xiaohongshu.com/search_result/693113c5000000001e00b2cf?xsec_token=AB2l2096gQsOdUFYVRAWTWj9Nby3kNWuipGoWi3uDAp_U=&xsec_source=,星巴5折拿铁早买早享受,提前知道今天11点后有5折 限量2w份 学会预下单了 刚刚想改送达时间 发现优惠没了 还好早下单,"星巴克, 拿铁, 买一送一",4天前,广东,128,52,128
https://www.xiaohongshu.com/search_result/68db7f75000000000301e1eb?xsec_token=ABadoYNczMXrho8NLE__lHOVMJXL150roF6TZIeAtQEb8=&xsec_source=,无标题,为什么星巴克门店349的杯子从代购买只要235 而且是今天才上新的杯子没有造假机会,"星巴克杯子, 星巴克新品",9月30日,,1062,553,201
https://www.xiaohongshu.com/search_result/68c242bb000000001c012c3a?xsec_token=ABU559x6nGZuKmhuAKyps_mRUyCgh8s7hFnr2OObFXSLQ=&xsec_source=,抛开价格不谈，星巴克算好喝吗,测评,"咖啡, 星巴克, 咖啡测评, 测评咖啡",9月11日,,586,273,1153
https://www.xiaohongshu.com/search_result/686b30800000000023006f87?xsec_token=ABMa3gtVYm626MId5ips9nVCZmrRAXr8qMzYIoVsL01fM=&xsec_source=,149元25杯变成5杯，星巴克别太离谱了,上周抢的149元25杯，今天点了一次发现已经用完 怎么样才能维权成功啊 30元一杯的星巴克？？？ 玩不起别玩，后台改了，没有告知 就这样反被薅羊毛？？？ 错误让消费者买单？？？ 道歉有用要警察干嘛 @星巴克@美团@美团团购,"星巴克, 美团",7月7日,,798,63,446
https://www.xiaohongshu.com/search_result/68946780000000000403ca6e?xsec_token=ABRFKnS_wPP_Ln3_eB9XkzPLuWoBX8VQSKN1wvcL3gt7o=&xsec_source=,感谢某??让我第一次喝星巴克,感觉太贵了一直没喝过 今天两杯才花21 这价格太香了 开启我的第一次吧,"星巴克, 淘宝闪购红包",8月7日,,17,1,7
https://www.xiaohongshu.com/search_result/6919882800000000040020c5?xsec_token=ABkPpimFpQs-wr27pTuR45PF9-yTT87eLX0oDGMI1SUKw=&xsec_source=,无标题,求助在哪里可以买星巴克杯子 稍微搜索了一下有人推荐tb的一些店，想问一下可不可信呀？第一次买新品,"星巴克, 星巴克新品, Starbucks",11月16日,海南,25,11,31
https://www.xiaohongshu.com/search_result/6932493c000000001e00c911?xsec_token=ABNJQsfTdIu_-8L9FPyLeYxsapph0cC6_n_mpBBt6SdBA=&xsec_source=,无标题,星巴克这个坑人的“买一送一”！看到闪购里有两杯的优惠，想也没想就点了，结果付款时系统突然跳了一下，我手快没仔细看就确认了——结果回头一看订单，好家伙，直接按原价给我扣了一杯的钱！所谓的“买一送一”，原来是用一杯大价钱“送”了我一个心塞体验。这哪是促销，简直是价格游戏啊……以后再也不信这种闪电跳转的优惠了，星巴克你这是卖咖啡还是卖心跳呢？????@星巴克,,3天前,云南,15,1,38
https://www.xiaohongshu.com/search_result/692a8351000000001d03836d?xsec_token=ABkOty-9_sTrLzooQwvH3spy2clXtNAhbd8Mh4S6cqawc=&xsec_source=,无标题,今天去星巴克门店买杯子，店员和我说，买杯子的68折和78折券是随机送的，不是人人都有……我还以为直接去店里买就行呢[完啦R],,11月29日,安徽,16,4,147
https://www.xiaohongshu.com/search_result/69351323000000001b022c32?xsec_token=ABdBZz2KrubOo0NfSkDmAyFNwlGLg2T226Xqr21OGkxFQ=&xsec_source=,无标题,,,,,0,0,0
https://www.xiaohongshu.com/search_result/67c94709000000002903cd52?xsec_token=ABKrCNXFH2VfXYzDfnWcGB7WFR1Hd9FfJpEyXvEADw9HY=&xsec_source=,星巴克京东自营超绝售假还是神仙品控？！,1971的7携手Starbucks的s离家出走 倒霉熊求断更??????这一天天的又给我闹哪出啊,"远离无良商家, 京东你几个意思, 星巴克你几个意思, 京东自营店售假吗",编辑于 03-07,,10,收藏,10
https://www.xiaohongshu.com/search_result/691da543000000001e028835?xsec_token=AB_HZgRuRyMYvJe2dvVHDWD9yu6cL5J0FDrDRmeSE12pE=&xsec_source=,无标题,有买过的宝贝能帮我看看吗？你们这个杯底有没有星巴克LOGO的，因为我门店买不到，找代购买的，不知道真假,星巴克雪耀奇境系列,11月19日,浙江,39,3,43
https://www.xiaohongshu.com/search_result/69322724000000001e01081e?xsec_token=ABNJQsfTdIu_-8L9FPyLeYxg-nuh2kNeZ2G1HbbEtd5-g=&xsec_source=,无标题,想拼第一款，谁有这个渠道哇,"星巴克买一赠一, 上海",3天前,上海,1,1,2
https://www.xiaohongshu.com/search_result/68c7b29c000000001c0330ef?xsec_token=ABcIBmrgJwJ9n2NkqteXxBBg4xYHfq6QWMGooRmkCyyiA=&xsec_source=,已买）星巴克买一送一,"已买）星巴克买一送一 谁能帮我买这两款 	 补：已经顺利买到，谢谢各位！大家仔细甄别，顺利买到心仪杯子！","星巴克杯子, 星巴克买一送一, 星巴克联名",编辑于 09-24,,48,9,68
https://www.xiaohongshu.com/search_result/690a9cab0000000007031bf0?xsec_token=ABxnEmUFEI3Zf3uMJW6N0cuLe5g4hehQki77xdZZFPQLc=&xsec_source=,无标题,亲测太妃榛果12一杯！ 先从图1界面进入 领红包40-20 再从图2星巴克门店banne页进入双杯优惠界面 显示为图3即可下单 图4亲测有效！,太妃榛果来啦,11月5日,,781,386,269
https://www.xiaohongshu.com/search_result/68ee0ac40000000005000eed?xsec_token=ABMarbqQ45a8p8CDgt5voTZXSD_tAME3ZU89HYzhwOWKc=&xsec_source=,有没有懂星巴克的。。。测评合集??（含新品）,,"个人口味仅供参考, 饮品爱好者, 一周咖啡不重样, 无咖啡因饮品, 喝什么, 宝藏饮品, 咖啡测评, 重度咖啡爱好者, 奶茶测评, 饮品推荐",10月14日,,164,52,1
https://www.xiaohongshu.com/search_result/6921a754000000000d03f406?xsec_token=ABNz6Nl2vLZo-GUSCB0C3sxhBZ1NfsptC74MFYSMl-qO0=&xsec_source=,星巴克这个杯子现在的购买途径是什么！,官网断货了 后期会补货吗！现在溢价购买还是等等以后再买呀杯子新品圣诞新品杯子圣诞杯子推荐,"星巴克, 星巴克杯子, 星巴克新品, 星巴克圣诞, 星巴克新品杯子, 星巴克圣诞杯子, 杯子, 杯子推荐, 一杯子一辈子",11月22日,英国,16,2,45
https://www.xiaohongshu.com/search_result/691bc3b0000000001b026612?xsec_token=ABZ-8I8llaxc3YlqOeSK5wc-ahL1Gz4Bvb25aaUQHQS00=&xsec_source=,原相机拍的星巴克圣诞系列你买了吗？,实物比图片美多了，如果不是家里杯子太多了真的都想买，前几年收集杯子发现单个看都好漂亮好可爱，堆在一起乱糟糟的毫无美感。 保温杯一个用五年还跟新的一样，老杯子没异味懒得换新，一堆杯子都藏在最高的柜子里好可惜，卖又舍不得卖，当年哪个不是心头好呢？ 现在太多漂亮可爱软萌的东西不断刺激年轻人的购买欲，就算不需要也要买，买回家大多丢进柜子里没有什么用，经常告诉自己要控制购买欲，入坑太多储物空间真的不够用，一边二手低价卖一边买一堆并不需要的东西,,11月18日,浙江,1.2万,2204,1194
https://www.xiaohongshu.com/search_result/692faf75000000001b020031?xsec_token=ABtsMCANjz8tkcXMMEzzqyi3Fzsg3uGTPL9S7r33uygSk=&xsec_source=,星巴克买一送一，暖冬圣诞季甜蜜来袭,"铛铛铛！?? 星巴克秋冬顶流?——太妃榛果拿铁，终于暖心回归啦！ ??从千禧年火到现在，这杯拿铁早已是秋冬必备的仪式感～ 今年它还实现了风味与甜度分离，新增4档甜度可选，少甜也可以满满香气～ 太妃的浓郁裹着坚果风味，好喝不腻超贴心?? 	 同步安利新品??咸芝士红茶拿铁！ 红茶茶底融合车达/奶油/马斯卡彭三重芝士，咸香交织，一口暖fufu～ 传说中的“泰奶”果然名不虚传！?? 	 ? 限时活动：12.4-12.5 上午11点起 ??叠加后单杯至低12r到手 （*金额会因人而异，实际以支付页面为准哦） 	 这波必须薅，打工人的快乐圣诞季来了！?? 还不快约上闺闺，一起暖手又暖心～? 	 专星送太妃榛果拿铁咸芝士红茶拿铁推荐","星巴克, 星巴克专星送, 星巴克太妃榛果拿铁, 星巴克咸芝士红茶拿铁, 外卖大战, 经济上行的味道, 星巴克推荐, 冬天喝点热的, 橙意满满超级品牌日, 升级饿了么APP至淘宝闪购赢免单",编辑于 3天前,北京,1114,503,167
https://www.xiaohongshu.com/search_result/6871c30700000000220338bc?xsec_token=ABMdXikqGbjvyglHGhi20Are7nVHIKL8u4oJbM_FBqgEw=&xsec_source=,天天起来第一件事就是看看闪购,2025年，可以个位数喝到星巴克了！！！,果然还是大城市机会多,7月12日,,141,15,728
https://www.xiaohongshu.com/search_result/68f2786d000000000703aca9?xsec_token=ABH03fuTK4r6zigxZjB_qolznFRMHclaWdMExznMdmZW8=&xsec_source=,欧洲留子请不要放过这杯星巴克,请按照p2点 只用3.12！ 用了unidays 20%off but 周二两??好像不行 抹茶+牛奶+草莓酱 绝对不会错！,"星巴克, 英国喝什么, 抹茶, 草莓酱",编辑于 10-18,,557,358,33
https://www.xiaohongshu.com/search_result/6922c2cf000000001e007c8f?xsec_token=ABGHvWuDJJS0QPzPkzaZzxegi2UJGTtMothvoBYqzyNmo=&xsec_source=,坏消息：涨价了！好消息：涨价前买的??,18号上市19号看中的 当时周围实体店都没货了而且不想原价买 淘宝上看到一家现货只比原价便宜20块还感觉血亏 结果刚给我发完货第二天就涨到3开头了 感恩良心卖家,"星巴克杯子, 星巴克, 精神状态岌岌可危, 断货王, 为自己的快乐买单, 喜欢的东西就买了吧",11月23日,北京,35,4,47
https://www.xiaohongshu.com/search_result/693100b9000000001e03464b?xsec_token=AB2l2096gQsOdUFYVRAWTWj2BjhOcCd2_4oYAKFF5EgHI=&xsec_source=,星巴克买一送一啦,星巴克的咸芝士拿铁据说很好喝 好奇心驱使我高低想尝一下 碰巧又星巴克买一送一了 划算鼠了 我爱星巴克 这价格比瑞都香！！！ 买一送一咸芝士红茶拿铁,"星巴克, 星巴克买一送一, 星巴克咸芝士红茶拿铁",4天前,浙江,68,15,74
https://www.xiaohongshu.com/search_result/691d33e2000000001e039aa3?xsec_token=AB_HZgRuRyMYvJe2dvVHDWD42fTW42DwrHMT_l9lOClwg=&xsec_source=,??为什么星巴克配送要六块啊！,,,11月19日,广东,17,5,49
https://www.xiaohongshu.com/search_result/6875b8970000000017036ab1?xsec_token=ABWREu7WO2iXEY4OeEFWZrWqU1C9MYmON2fLT78ObmdrI=&xsec_source=,9.9星巴克是真的吗??……有人喝过吗,好好奇啊我去 在商场看到的 好奇是什么味道 大家有喝过的吗 和店里的星巴克有什么区别呀,"免费喝咖啡, 原来咖啡可以这样玩, 咖啡免费喝, 毕生所求品咖啡自由, 茶咖领军者, 茶咖领军者, 咖啡饮品, 原来咖啡还能这样玩, 一起来喝咖啡, 咖啡店小程序",7月15日,,18,11,9
https://www.xiaohongshu.com/search_result/6874ef3a000000001202d3e1?xsec_token=ABaTD4EFTLzoarW3LGPW4NjQ5Fh1cVwMg0SEoL5dz0mjc=&xsec_source=,星巴克,星巴克小程序下单和去店里用现金下单价格一样吗？ 不用券的情况下,"咖啡爱好者, 咖啡续命, 我的咖啡日记",7月14日,,3,2,4
https://www.xiaohongshu.com/search_result/691ad07c0000000004022857?xsec_token=AB3P4OjW5l5ho7qYOtqkqNiTqRL8TZPOoYDDA0IWQceik=&xsec_source=,无标题,好喜欢星巴克圣诞系列的杯子 听说有买一送一的活动 能不能问问具体怎么买呀TT,,11月17日,江苏,15,5,32
https://www.xiaohongshu.com/search_result/68ad1b01000000001d038a66?xsec_token=AB9nB_gK7Fc3jwRK-YDA2H4biBGbAOC5Nzun0tD31q0jY=&xsec_source=,星巴克配送费,前几天星巴克免配送费 今天发现要7元配送费，39免配送费了 感谢xhs姐妹提醒图片banner栏那里可以领配送券 发现新大陆了?? 三块配送费瞬间能接受了,,8月26日,,27,7,14
https://www.xiaohongshu.com/search_result/684d26ff000000001101cc65?xsec_token=ABrpNCr9fk3Yo4TufDCv2mXrCKEpec2ZOYE1YWq4UeuzY=&xsec_source=,9块9的风，终于还是”吹“到了星巴克,"6月10日，星巴克中国推出全新夏日“心动价”，多款饮品迎来大降价。 	 ??此轮降价主要集中在非咖啡类 	 星冰乐、冰摇茶、茶拿铁等，以大杯为例，平均价格降幅达到5元，最低仅需23元就能购买。与喜茶等新茶饮品牌的客单价接近。核心咖啡类饮品大多数没有降价。 	 ????喝咖啡的人变多了，但也更追求性价比 	 近十年来，中国人每年人均喝咖啡的杯数从3.2杯飙升至16.7杯，增加了4倍多。 	 ??咖啡市场份额前五，国产品牌占据四席 	 打响9.9元价格战的瑞幸，于2023年以约合34.5亿美元的总销售额、21.8%的市场份额占比，超越了一度市占率过半的星巴克，坐稳国内咖啡品牌的头把交椅。 	 ??咖啡品牌在加速切入茶饮赛道 	 在过去一年，瑞幸咖啡的茶饮品类就增长了18.7%。另一方面，蜜雪冰城、奈雪的茶等茶饮品牌也纷纷跨界推出咖啡产品。咖啡与茶饮的双向渗透，会引发行业新一轮混战吗？（澎湃新闻·美数课）?? ?? ?? ??","咖啡, 价格, 财经, 数据",6月14日,,66,32,10
https://www.xiaohongshu.com/search_result/69093f1a00000000070318e8?xsec_token=ABzn8lsl4FEzae-DJ4my4QPqMb8x0RGftR0e8kYi19v5Q=&xsec_source=,星巴克新品太妃系列星会员送9颗星星,新的星会员任务来了，正好想去喝太妃，不过这次有点难，同时还要实付30。 算了下，用7折券正好到不了30，可能得同时买个烘焙才行，有点坑啊。不知道这次??买算不算。,"星巴克, 太妃拿铁, 咖啡爱好者",11月4日,,40,16,157
https://www.xiaohongshu.com/search_result/68c26d07000000001c00b5ef?xsec_token=ABU559x6nGZuKmhuAKyps_mSLHpt19UNZjsusHUNjqo9g=&xsec_source=,无标题,求淘宝星巴克杯子代购商店名称，不知道选哪家,,9月11日,,43,17,55
https://www.xiaohongshu.com/search_result/68269835000000000303c667?xsec_token=ABggrxte_Zzfo4va7t0d6r26qDOqUbj2CyTqWEmm_1lts=&xsec_source=,星巴克到底咋买最便宜啊？,[呃R][呃R]为什么咸鱼代下比星巴克员工折扣还便宜啊 为啥啊有人知道吗,"不懂就问有问必答, 万能的小红书, 星巴克, 省钱攻略",5月16日,,点赞,收藏,5
https://www.xiaohongshu.com/search_result/6923ade2000000001e038dd0?xsec_token=ABQy9haKfsr0-SnWpCfK_9C5bVpuU_tIT6i7a-qaOXjFI=&xsec_source=,??一分钱星巴克,感觉是假的 有没有买过的来说一下套路,"星巴克, 星冰乐",11月24日,上海,点赞,收藏,2
https://www.xiaohongshu.com/search_result/687ef9520000000017032410?xsec_token=ABB-D8aYGu9XWbkksrX8wnbfVNFZiR7ga1yXRLg3jpN0M=&xsec_source=,团购的卷一直用不掉,"星巴克要是玩不起 就不要做活动了 	 神枪手的券一直显示缺货，但是单点就可以点，所以就是不想给人用是吧 用?币兑换的6折券，明明零售大杯才37的产品，到了用6折券的时候中杯居然变成了38…好手段 我觉得星巴克你要是做不了活动咱们就直说呀，就不要做好了，你这样搞，我真的是很想吐槽",,7月22日,,21,收藏,22
https://www.xiaohongshu.com/search_result/68fa35940000000007008110?xsec_token=ABDI77UqjFGsYaLuXhoOV9Pq8Qu5fPTwaONgWEWRPwYBI=&xsec_source=,品味一下星巴克的两款新品蛋糕,"应该是新品吧！反正我才吃?? 	 ??千粹抹茶生巧蛋糕，￥36。 买它的时候糕点柜里刚好剩最后一块，这令它显得格外美味??是抹茶芝士??巧克力蛋糕胚??抹茶生巧??巧克力蛋糕胚这样的层次，最顶上洒的那层颗粒不是抹茶粉而是抹茶蛋糕粉（如果没吃错）。这款以我个人口味来说算不上苦抹，但也不会甜腻，并且得益于中间那厚厚一层丝滑细腻的抹茶生巧，整块蛋糕的抹茶味也比较浓郁；挖到最后会有几口没有抹茶生巧，但单纯抹茶芝士配着巧克力蛋糕也还蛮香的。硬要挑刺的话就是假如蛋糕层能做得更偏向于布朗尼那种厚重湿润口感就更好了！当然这只是我个人口味，现在这样也蛮好吃的。 	 ??四重芝士巴斯克风蛋糕，￥35。 本来看到有添加米莫莱特我觉得稳了但实际一吃有一点点失望：整体咸度很保守，包括顶上那一小坨软芝士的咸香也非常克制，并不足以制衡下面芝士蛋糕的甜度，总体依然更偏向于纽约芝士蛋糕的甜口，而不是我所期待的那种焦香咸甜口巴斯克；此时产品名中那个“风”字就运用得很妙了：“我们只说自己是巴斯克‘风’，可没宣传是正统巴斯克哦”——但抛开我的期待不谈，这款整体来说依然可以算是一块蛮好吃的芝士蛋糕，就把它当成加入了米莫莱特碎粒的、口感更丰富的柔软版纽约芝士蛋糕就行了。 	 总结：这次星巴克的两款新品蛋糕都还蛮好吃的，至少吃完都不会出现“退钱！”的想法但要排名的话，个人喜欢千粹抹茶生巧蛋糕＞四重芝士巴斯克蛋糕，会想要再回购的也是前者，感觉和浓醇巧克力蛋糕交替换着吃美滋滋！ 	 新品","星巴克, 星巴克新品, 吃了甜食会开心, 好吃的甜点, 芝士蛋糕, 甜点, 抹茶蛋糕, 巧克力蛋糕, 巴斯克, 美食测评",10月23日,,74,9,0
