搜索词,标题,搜索结果链接,作者,作者主页,笔记发布时间,点赞数,帖子链接,封面链接地址
瑞幸 打卡,,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,💋栗子,https://www.xiaohongshu.com/user/profile/5d20d64800000000110267c0?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABItmApOjRlOFhfL34QACOcCH30xy0Lzteo9BdcaB7TIE=&xsec_source=pc_search,2024/6/7,5,https://www.xiaohongshu.com/search_result/66628a01000000000c01a73b?xsec_token=AB1FEzyYFTXwuhFfGPcPpy6DY94WQ57dBG1w1p8nxVZWk=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/6d7b35a0cb7e69f15dfe43cffdc80dfb/1040g2sg313ntit5eie6g5n90qp44cpu010vk03o!nc_n_webp_mw_1
瑞幸 打卡,❓还想让瑞幸开到哪个学校🏫,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,瑞幸咖啡,https://www.xiaohongshu.com/user/profile/5bac7d93168a6000019384c5?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABHmA3Gj9LjvjfCfQ_KtL1_4WOF5QzIceqNiARJdLPVP0=&xsec_source=pc_search,8月31日,718,https://www.xiaohongshu.com/search_result/68b1d11f000000001b0321e5?xsec_token=ABpp8uOCvXGHZw8zBmLheqPUYbHmDTXboA-XFV4i4A8gc=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/46fc8de5b184911f7b93b893b6684efb/notes_pre_post/1040g3k831loo7v015ib04b69sfup7165jua36gg!nc_n_webp_mw_1
瑞幸 打卡,12月第一周饮品实测｜7款热门款闭眼冲不踩,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,小张要上进鸭,https://www.xiaohongshu.com/user/profile/5abe074211be10407ff68151?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABQwtBKehZLTASM0R2kcxctVSp1hjhZ3ObkyPr9LK6lFY=&xsec_source=pc_search,55分钟前,赞,https://www.xiaohongshu.com/search_result/693557c2000000001e002e76?xsec_token=ABKzGgyCeO6xZvhIkBrU5A4_LmRor2_QuZrEE_8FTAY_8=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/416e26aec0a9292e44f707ffa28a8d16/notes_pre_post/1040g3k031ppp666sl06g4a42gu3k50ahpbsbdj0!nc_n_webp_mw_1
瑞幸 打卡,,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,Yu,https://www.xiaohongshu.com/user/profile/5e3691090000000001009100?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABknEOVS3lgHSQrhshusM8eQClH1hGZBwA_loV4efYjJE=&xsec_source=pc_search,1天前,1,https://www.xiaohongshu.com/search_result/693390a0000000001d03ebae?xsec_token=ABzMrTckGbLYZmuBKZ2_CW2fkx0AMiKJPXOeBDZ-M7t3k=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/dddff99945b08b3fd47e01dabf499ddc/notes_pre_post/1040g3k831po1k5bp3q705nhmi44g9480vmnqo68!nc_n_webp_mw_1
瑞幸 打卡,瑞之抹茶我的神啊！凌晨2点了一点困意没有,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,whatfp,https://www.xiaohongshu.com/user/profile/581338f46a6a690621232d29?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB44fXWE-m-sqQmAwQlh2oouttSnhX1X4cQ8F7orAJZ3s=&xsec_source=pc_search,2天前,1,https://www.xiaohongshu.com/search_result/6931cb2d000000001e03985b?xsec_token=ABp_RmYKeT3AG72g3U8f6UuXuDXAtF_VXIkyHjMGU0NnE=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/f302b0290c9bd63c22cd8a424f8a4acd/1040g2sg31pma3ftk4g7048m565cio5goop2bmv8!nc_n_webp_mw_1
瑞幸 打卡,👊🏻起猛了，进无限城了！,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,OUDAVID,https://www.xiaohongshu.com/user/profile/62a38052000000001902baa4?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABk-ZWAAwxSXX8fS_fLzt8LfjLORT6nIN_I8-wx0SwhTg=&xsec_source=pc_search,11月14日,2926,https://www.xiaohongshu.com/search_result/69174c550000000005012105?xsec_token=ABMMJGGQb_uIkhe9fMcas3TJ3hxvo7nk7AJvJUcIxMn6Q=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/10e35ec04a996f6b5f4f198abddde1c4/1040g2sg31ose42d41amg5ol3g196del4piruat0!nc_n_webp_mw_1
瑞幸 打卡,打卡瑞幸抢先服的第一年,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,小镇咖啡师,https://www.xiaohongshu.com/user/profile/67d50750000000000e01fba6?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABkQhw9ke9KauOehvShMrDRzmmVSgx5zW-oKB4ymthz2A=&xsec_source=pc_search,9月16日,421,https://www.xiaohongshu.com/search_result/68c928e500000000120211dd?xsec_token=AB3wrm_Z-RB1q3S7lTkjrs912rbUKjqwpJJaGjfEeJ8ao=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/6b434c77f3a8924448cfc875caed1f95/1040g00831mg3k7iol21g5pul0t83jut6rjdrjko!nc_n_webp_mw_1
瑞幸 打卡,瑞幸咸奶茶一般。。。无复购意愿,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,脸颊肉富翁,https://www.xiaohongshu.com/user/profile/5ba75b07f7e8b901fd521d74?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABYPiTvI-dwgChraNpCJKBT4VhhadzBZBxfFKK86sodzA=&xsec_source=pc_search,10月27日,12,https://www.xiaohongshu.com/search_result/68fefa86000000000302d9f7?xsec_token=ABPELgjuSWi8Hz_Ow1IhSgRZCbVXIj8aRWMXkkEhs0M0k=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/402bcaedf2def997135c95fda43646a2/notes_uhdr/1040g3qo31o4macv26ge04b4i6bdge7bkpb5fol8!nc_n_webp_mw_1
瑞幸 打卡,我恨你！瑞之抹茶！,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,张小熊儿啊,https://www.xiaohongshu.com/user/profile/5d3590df000000001001436d?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB1B6Y6VOXaSrNv3d7OtoohCd2UrlaqF0kmIPgjJews0o=&xsec_source=pc_search,1天前,2,https://www.xiaohongshu.com/search_result/6932d0a1000000001e024dec?xsec_token=ABojgMZroluhB5yqYqIL_OA9CTxGu3RuATSM7ytlvM_Wg=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/321cba4e07110ba9eaf5c4de17c557f5/1040g00831pna3fr8ku005n9li3fk2grd9rph6n0!nc_n_webp_mw_1
瑞幸 打卡,瑞一杯吗,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,好天气,https://www.xiaohongshu.com/user/profile/5c6c06180000000011000e0a?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB_tZPP-9GyA1B6XHzrq6kymnFkfa5zmwY7rlgr5yCq0w=&xsec_source=pc_search,3月11日,402,https://www.xiaohongshu.com/search_result/67d037f1000000002901f432?xsec_token=ABxOl9BodRAK9Oxe4DN-VovKF0PejGYTiYoII37Afc19c=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/f012c6f39c84b2bafb582859cec84ed4/1040g00831et129dilu005n3c0oc483garvasp0o!nc_n_webp_mw_1
瑞幸 打卡,梓渝同款柠檬茶也喝上了🔮诡秘选的就是好喝,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,想吃一碗紫菜抄手🥕,https://www.xiaohongshu.com/user/profile/60c29f73000000000100ad65?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABrtmzroZQ8KtYKFKU1xlE5BpX2MHz23ZC0n1Tc3paFco=&xsec_source=pc_search,8月19日,16,https://www.xiaohongshu.com/search_result/68a3e940000000001b034072?xsec_token=AB6ElVxlI_xYNtNdo048cSX_auyUx_QDshPy5kjjKivRc=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/75d9bbae8c21208a3981442fdce4ec19/1040g00831lbo7u6ql8105o62jtpg9bb5ev4pbt0!nc_n_webp_mw_1
瑞幸 打卡,瑞幸卡皮巴拉,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,吼大大声,https://www.xiaohongshu.com/user/profile/5dfca94c000000000100ab8c?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABmTHaVKgHW9T497uEKo6BLdmcYrML-1Qpr1GwyDIqVO0=&xsec_source=pc_search,2天前,4,https://www.xiaohongshu.com/search_result/69329187000000001b03339e?xsec_token=ABojgMZroluhB5yqYqIL_OA84n1ljkMyy5rEfpS2MTiPM=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/749d2a57416532f4e8fd09b08771fc1c/1040g2sg31pn2cldakm905nfsl5609ascuj3o2a0!nc_n_webp_mw_1
瑞幸 打卡,在瑞幸，第一次感受到这么大的冷气,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,野生小贱猪,https://www.xiaohongshu.com/user/profile/63bea2a3000000002601192a?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB_UI2Yl2N3-kVVXIKQ-rKBX4s-fbAbFOeowNSqeXvcQY=&xsec_source=pc_search,2024/7/2,13,https://www.xiaohongshu.com/search_result/6683c0b0000000001c02637a?xsec_token=ABOoi2SDzLLHzLofQbH9YSgNV2U0mB8H002GfFRN51gg4=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/529fe2f81951bb19c657272e789865ac/1040g008314obgg1tnm605otukahpi69asp29mno!nc_n_webp_mw_1
瑞幸 打卡,【瑞幸luckin coffee】线条小狗联名,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,爱收集爱手工的小娴,https://www.xiaohongshu.com/user/profile/5a9a0d54db2e6040d272f94f?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABkGntQ1l7tfZRwdCkLgIv8isEsnlcgxdQz4rHB8sVkTU=&xsec_source=pc_search,2月6日,6,https://www.xiaohongshu.com/search_result/67a461e10000000018007857?xsec_token=ABGZ5tJDJAJz8sV038igSMIlBriP1gkK321Ov-LxeglUo=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/97a294292002c1c9b855ea3836ec01a8/1040g00831di761e2h0004a31ha6l9uafeoreg6o!nc_n_webp_mw_1
瑞幸 打卡,☀️广州首家~瑞幸咖啡农场主题店🌱,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,喝咖啡的Terry,https://www.xiaohongshu.com/user/profile/5af7322611be10204c15dd0a?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB1hvLRb4BTwsfiTIoiJkjUCRwvF2-yfjx10ZDGb24SB4=&xsec_source=pc_search,9月13日,203,https://www.xiaohongshu.com/search_result/68c44a22000000001c0372a8?xsec_token=AB6GZrlE1AnwpS5lopboX6p4KoZEtoB37nqKT-DfMWF14=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/12230c96700f7fb9ca741e83541dd7d6/note_pre_post_uhdr/1040g3r031mbbr44dkq604a5919p2dn8asp7b3r8!nc_n_webp_mw_1
瑞幸 打卡,瑞幸技能大赛咖啡师35,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,魚,https://www.xiaohongshu.com/user/profile/5d5ce6c40000000001004a69?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABVpF7NaWX917-N7b1mY2BaUKgVYpQeJB2sEYmcK0nEVE=&xsec_source=pc_search,9月21日,12,https://www.xiaohongshu.com/search_result/68cff33b000000001302ad4b?xsec_token=AB_9d7exKtYPE2QH6wJfaHETGujaoXPMlGKojguULAoe0=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/48039c4c8593ec7fdc0e91f226c0b0c3/notes_pre_post/1040g3k031mmol7bili2g5nassr208ij9335dln8!nc_n_webp_mw_1
瑞幸 打卡,这是真真真的很好喝哇！,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,momo,https://www.xiaohongshu.com/user/profile/61d41f8e000000002102628b?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABKoKWOeoZmv36XiO0s-CU1aJLlM1ynC5l6ASlmWd3AMM=&xsec_source=pc_search,2024/2/20,3,https://www.xiaohongshu.com/search_result/65d4b7ca0000000001029ecd?xsec_token=ABI181opRdABNQsMyTYxBeR3jGjb9OGv-Ah-sBJ7kUZ-0=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/59c5699652c2dff77f2e1f2091d461f6/1040g2sg30vddlocv62605oek3u78cokb0dbg1ug!nc_n_webp_mw_1
瑞幸 打卡,瑞幸打工人,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,嘎嘣脆,https://www.xiaohongshu.com/user/profile/661d30000000000003031f3c?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABJxaf_oqCYyFKAyHQAei38_X59t9DazR2Mk-Q5jgkMWI=&xsec_source=pc_search,9月28日,404,https://www.xiaohongshu.com/search_result/68d8321b000000000e0225d3?xsec_token=ABZd2ZQuow-z5HsSrQBsw_W5_fu4ckJSCFgvDyy671N-0=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/92426a57b49a4d7423d68b0874c2aade/notes_pre_post/1040g3k831muojbdt5i705pgt6000u7psj78l8o8!nc_n_webp_mw_1
瑞幸 打卡,没记错这是瑞幸第一次的双面印纸袋吧？,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,马铃薯的家.,https://www.xiaohongshu.com/user/profile/5e54fc860000000001009ba1?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=ABrDOJ4CcseaSIOEk-NMB42S5S3xzlPuUQoUfZG93dFOc=&xsec_source=pc_search,9月1日,5,https://www.xiaohongshu.com/search_result/68b48434000000001d023ca5?xsec_token=ABweEkAk6H6WeBdN2GKRkmE_WM6HH9iGKeTP0vv_uIm8A=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/34ef79c8838826f5d01482c80b8039a1/notes_pre_post/1040g3k831lrvc6gk5me05nikvi3096t10guc6i0!nc_n_webp_mw_1
瑞幸 打卡,一场跨越1000多km的电影🥺,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,第四片叶子,https://www.xiaohongshu.com/user/profile/64f585030000000006032a6c?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB93Z4j9CbcNatBf3MYFbApW6eCFhjl857e4hNP9k0GfM=&xsec_source=pc_search,2天前,11,https://www.xiaohongshu.com/search_result/6932b48a000000001e02a970?xsec_token=ABojgMZroluhB5yqYqIL_OA-JRNiuBN6B7LT69JqDdnXA=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/00b9526ee0aeb7fe0226fc87ebbfbdd6/notes_pre_post/1040g3k831pn6oqqtkkd05p7lgk1hmajc8rc243g!nc_n_webp_mw_1
瑞幸 打卡,97年男生存钱打卡第140天,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,萌萌哒胖纸,https://www.xiaohongshu.com/user/profile/61f7eb90000000001000d0b6?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB9UIjuDdVBQrE-tkKb2Ns9f6TztZ023vUnYz7BofwVtw=&xsec_source=pc_search,12分钟前,1,https://www.xiaohongshu.com/search_result/693561e0000000001f007b2b?xsec_token=ABKzGgyCeO6xZvhIkBrU5A4_qAFbbHk1fiiaG04I1TyE4=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/4cdd5773949f7ce2f93cae910505d8f5/notes_pre_post/1040g3k031ppqd9gcla105ofnte841k5mj8m9a1o!nc_n_webp_mw_1
瑞幸 打卡,浙江瑞幸学院来咯,https://www.xiaohongshu.com/search_result?keyword=%25E7%2591%259E%25E5%25B9%25B8%2520%25E6%2589%2593%25E5%258D%25A1&source=unknown,古木,https://www.xiaohongshu.com/user/profile/5b1b8ddf4eacab5334986bd6?channel_type=web_search_result_notes&parent_page_channel_type=web_profile_board&xsec_token=AB3-EpuQIsbrZLJdjUMTZctvQ7VEvtKBuXSFAYgqQXCGs=&xsec_source=pc_search,2天前,7,https://www.xiaohongshu.com/search_result/6932915b000000001e031e76?xsec_token=ABojgMZroluhB5yqYqIL_OAwV8eyNIYhqPydbeQSvSHFw=&xsec_source=,https://sns-webpic-qc.xhscdn.com/202512071927/e2b10c08ee8ddb8fc5151d5cd81dddb8/1040g2sg31pn28pnnkg1g4a63k56tuqumu0m24fg!nc_n_webp_mw_1
