帖子链接,标题,正文,标签,发布时间,发布地点,点赞数,收藏数,评论数
https://www.xiaohongshu.com/search_result/688049cb0000000010025ad5?xsec_token=AB0kp6cndwxW3T6U9hAQKoQoe_Fz84eHxdaksz5vmMbEc=&xsec_source=,无标题,??寻个经验丰富的星巴克。,"大数据让我们相遇吧, 寻找共同爱好的人, 遇见有趣的灵魂, 来几个朋友, 拓宽社交圈, 寻找有趣的灵魂, 寻找多彩的你",7月23日,,31,4,41
https://www.xiaohongshu.com/search_result/68c3965c000000001d012cb4?xsec_token=ABALV_7utHmGnghuqOk0HrM6Gc8gAoEvCfimUFzB5DFRU=&xsec_source=,打卡｜星巴克深圳天河城臻选店,"这次终于有机会打卡这间臻选店了。 这间真的很有趣，如果坐电梯直接上2层你会错过很多。有看到很多小朋友下课都来这边捉迷藏玩，因为真的很好躲，有的小朋友书包都忘拿啦 Page2. 附上楼层图，每层都会发现一些小彩蛋。 这家店真的很好拍，感觉哪哪都是机位，对WMLS也是相当滴友好[棒R] 本次点餐： 臻选拿铁巴西黄波旁 趁着九月上新SOE巴西多喝几杯[棒R] 伙伴小姐姐拉花不要急呀，我听的好急，多练加油～ 秘汁牛肉鲜蔬卷 配有生菜，蟹味菇，红甜椒和牛肉条，里面的牛肉条很入味，超喜欢。 	 咖啡臻选日常与艺术","星巴克, 星巴克咖啡, 咖啡, 星巴克臻选, 咖啡日常, 值得一去的咖啡店, 咖啡与艺术, 艺文生活新地标, wmls",9月12日,,64,31,13
https://www.xiaohongshu.com/search_result/691bd2d2000000000500285d?xsec_token=ABvnsjx1VBKPnT9YJ_lh3r39t6RMQfnDEuUJXMU0p-kzs=&xsec_source=,广州宝藏小岛！沙面岛一日游攻略??随手拍出,「沙面岛·广州的露天建筑博物馆」??? 来广州玩，千万别错过这个藏在闹市里的浪漫小岛！ 以前是租界，现在是我心中免费又出片的拍照天堂TOP1！?? ?? 怎么去？ 地铁1/6号线黄沙站E出口，走过天桥就是啦～超方便！ ?? 必拍机位清单（照着拍，不迷路！） 1. 麦当劳旗舰店?? · 必拍！ 全广州最有特色的麦当劳！复古的欧式洋楼，蒂芙尼蓝的门窗，谁能想到这是快餐店？门口的长椅是经典机位，谁拍谁好看！ 2. 星巴克臻选? · “广州最美星巴克” 非它莫属！薄荷绿色的殖民式建筑，配上大大的落地窗和户外座椅，氛围感直接拉满。点杯咖啡，就能拍出高级感十足的下午茶大片。 3. 台湾银行旧址?? · ！明黄色的外墙超级亮眼，搭配旁边的绿树，清新又复古。站着、走着、回眸一笑，怎么拍都好看！ 4. 露德天主教圣母堂? · 岛上的标志性建筑，淡雅的米黄色，非常神圣纯洁。在教堂前的空地或者侧面的小路拍全景，都很有感觉。 5. 红楼（原海关馆舍）?? · 很正宗的红色砖墙建筑，复古气息浓厚，适合拍一些有故事感的照片。 6. 江边绿茵大道?? · 沿着珠江边走，两排巨大的古榕树形成天然的绿色隧道，光影斑驳，随便走走跑跑，抓拍就很有电影感。 ??? 逛吃指南 · Timeout 伯爵茶拿铁：在欧式建筑里享受一顿英式下午茶，他家的酥皮蛋挞超有名！ · CAPTAIN HERE：美式复古风的简餐店，苹果派好吃，门口也很出片。 · 兰桂坊：老字号粤菜餐厅，乳鸽是招牌，想吃正餐可以考虑。 ?? 游玩小贴士 · 最佳时间：下午3-5点，阳光变得柔和，光影绝美，拍照最好看！ · 穿搭建议：穿浅色系（白色、米色、碎花）或者法式风格的裙子，和背景超级搭！ · 周边联动：逛完沙面，可以步行到旁边的永庆坊，感受西关风情，晚上看月亮桥??，行程满满！ ??地址： 广州市荔湾区沙面岛 快@你的笨蛋摄影师，这个周末就去沙面岛，收集浪漫吧！??,"周末去哪儿, 沙面岛打卡, 城市记忆, 一个人的城市漫步, 广州旅游, 沙面岛, 广州拍照, 周末去哪儿, 广州打卡, 小众旅行地, 旅行攻略, 假装在国外, 广州必去",11月18日,广东,102,37,2
https://www.xiaohongshu.com/search_result/68974801000000002501b39f?xsec_token=ABV-LzoutR08nEihfbFCxuQghnxQZF0xMPdzCQhgQh9nM=&xsec_source=,星巴克超长待机的一天,第一次上这么久通班 还是在别的店支援 早八到晚八 幸运的是这家店就在校门口 学生兼职,"打工日记, 上班打卡, 咖啡店日常, 大学生兼职, 星巴克, 星巴克学生兼职, 咖啡师, 我的咖啡日记",编辑于 08-09,,10,收藏,21
https://www.xiaohongshu.com/search_result/68b7a260000000001b01df53?xsec_token=ABXFB1JEEEinWY2DdOg2Z0uxDoe2ClM8mCBE9QjNtLWxo=&xsec_source=,生活笔记 闲暇时沉浸式去处,万象天地L2层星巴克，独处/两三人闲聊时/找地方吃东西时的好去处，安静，自由。 旁边西西弗书店，自己一人沉浸式学习时好去处。 图四五六 二楼外面这块地方也不错，teastone，如果在商场里面空调太冷了，出来到这块地方会温暖很多。,"一个人的好去处, 感受生活每一刻, 偷闲躲静处, 沉淀式体验, 寻找最有沉浸感的瞬间, 闲暇时光的选择, 舒服的环境, 适合放松的地方, 慢下来享受生活, 安静的环境",编辑于 09-03,,4,收藏,0
https://www.xiaohongshu.com/search_result/69340745000000001e011dff?xsec_token=ABanxjWVL_42IdetuMESGoCwpj1mPUl5SkCewwuKiK0Lo=&xsec_source=,又来打卡成都的星巴克啦??,臻选咖啡酒坊,"记录吧就现在, 成都星巴克, 成都星巴克臻选咖啡酒坊, 我的咖啡日记, 杯子分享, 高颜值杯子, 星星人, 日本星巴克gelato联名, 星巴克开心果燕麦拿铁, 日本星巴克限定",编辑于 2天前,四川,11,2,0
https://www.xiaohongshu.com/search_result/68d8c765000000001201f301?xsec_token=ABnffXybOuJWaFFLNLtUH83OM08199q895bBt-0V1z_Ic=&xsec_source=,中国最美的星巴克,薄荷绿的星巴克 复古路灯与长椅 哥特式的古典浪漫 走一走这幸福的沙面岛 ??祝我们都拥有自己的幸福沙面岛宝藏地,"拍照打卡, 广州, 广州沙面岛, 星巴克, 最美咖啡店, 幸福时刻, 广州宝藏地, 欧式建筑风, 假装在国外, 城市慢生活",编辑于 09-28,,33,11,3
https://www.xiaohongshu.com/search_result/6832acf6000000002102ca14?xsec_token=ABAI0dMv51amC4kjFVRxJweNBYVpvlG8qXMZwlM7RFMe4=&xsec_source=,植物园地铁站的人到底在星巴克麦当劳里拍啥,每次上下班经过都会特别疑惑…导致这家星巴克我都不敢走进去，一屋子人都在举高手机拍小饰品或者架着支架直播什么东西…隔壁麦当劳也是…,疑惑,5月25日,,9,收藏,18
https://www.xiaohongshu.com/search_result/684c24ee0000000022007fe2?xsec_token=ABJnxsmFejrX1bbBdHgc-T4UcJ8B1KbElgdTNZw-1ldUw=&xsec_source=,藏在都市里的最美星巴克??,"城市一隅的星巴克?? 窗纳夜景??， 咖啡伴惬?，超美小天地? 	 ??星巴克臻选(深圳万象天地旗舰店) ??地铁1号线高新园站A口万象天地","星巴克臻选, 城市吃喝指南",6月13日,,553,68,41
https://www.xiaohongshu.com/search_result/6932d91f000000001e00593d?xsec_token=ABMCDIBknUqGvN77789qoiPxSAA9HQ2TO3rXkxQVrHIUQ=&xsec_source=,今天，尝试??品,"一周好快，又来 打卡上班了 	 到店刚好吃上将要上新的好运之书蛋糕 真的就是一本书，表面还有文字细节 个人觉得和蓝莓酸奶很像，可以冲?????? 	 每天都能在xhs刷到m上新，到店果断点了预订单 炸鸡腿??感觉是加了椒盐的麦麦脆汁鸡 好吃就完事了 	 最后，依旧到点下班 ??不ot 不ot 不ot?? 	 学兼兼职","星巴克, 星巴克学兼, 男大, 打工日记, 好运之书蛋糕, 大学生兼职, 兼职plog, 星巴克兼职",3天前,湖北,99,5,42
https://www.xiaohongshu.com/search_result/671c548d000000001b03f393?xsec_token=ABHtp6GOhMnRlWdc7hc1-5CqDlnbujWsN77oMpsp1vzuI=&xsec_source=,第一次喝星巴克,每日穿搭,"懒人穿搭攻略, 体育生, 星巴克, 男高中生, 185, ootd, ootd每日穿搭, 社恐",2024/10/26,,1786,213,43
https://www.xiaohongshu.com/search_result/66cc6e33000000001d039536?xsec_token=ABvjk-Npm2ye7jc8Ba-uvydtAD0-r_J5JZR80iMwJa5To=&xsec_source=,你猜是不是华南理工？,华工也有星巴克了 大学大学广州国际校区,"华南理工, 下午茶好地方, 华南理工大学, 华南理工大学广州国际校区, 星巴克",2024/8/26,,98,3,76
https://www.xiaohongshu.com/search_result/663fac3b000000001e037888?xsec_token=ABgG3rJyKhXh-wAzexa2OsJf8pkiJR_-qo46NPZVlTR84=&xsec_source=,惠州探店 | 天益城星巴克coffee,"最近一直都很忙，忙着工作～ 	 晚上下了班才有空去天益城逛逛街，顺便来星巴克坐坐喝杯咖啡?放空一下～ 	 等我有时间一定好好去探探惠州有特色的咖啡店，还有去双月湾玩上几天新品咖啡","浪漫生话的记录者, 跟我来探店, 惠州探店, COTD咖啡探店, 星巴克, 咖啡探店, 星巴克新品, 星巴克咖啡, coffee, 惠州咖啡店探店, 惠州咖啡店打卡, 惠州打卡, 惠州吃喝玩乐, 打卡, 惠州天益城, 拍照打卡, 探店打卡, 吃喝玩乐, 游玩",2024/5/12,,11,2,8
https://www.xiaohongshu.com/search_result/692282fd000000001d03e315?xsec_token=ABwhuWw3AyXLjgDYHW9IFdMhVxvWkvIsswCEh01EUF-MI=&xsec_source=,新开的星巴克太好拍了！??????,「华强茂业臻选回归」  华强北茂业星巴克，官宣进阶！ 21年经典沉淀 全新臻选升级 黑围裙咖啡大师亲自掌舵 限量臻选豆 & 专业冲煮体验,"2005年开业, 2025年全新升级",11月23日,广东,8,2,3
https://www.xiaohongshu.com/search_result/68a1f84b000000001c007698?xsec_token=AB1_swccKin0kimEceRTDZCn0PpW20NlahElZmJq1ry0k=&xsec_source=,深圳唯一一家除了机场店外开到晚上12:00,很感慨，开到晚上12:00?? 不卷价格，但是还是招人喜欢?? 为什么国内的企业很少能做成这样,"营业到凌晨, 夜猫子好去处, 下班好去处, 星巴克",8月17日,,2,1,3
https://www.xiaohongshu.com/search_result/66a67b99000000002701ff66?xsec_token=ABpChu1DatjQ_A7mEpwowosgIsLN8x4YjVj1LnfPs18CQ=&xsec_source=,罗湖区独一栋??星巴克,"这里大概是深圳最像艺术馆的星巴克啦，也是深圳第300家星巴克哦！ ?星巴克为独一栋设计，结合啤酒厂旧址改造而成，外侧与内侧都有楼梯，旋转而上很有创意，内部也有许多壁画啊啊啊太喜欢了！ ·开放式的臻选吧台、露天阳台、室内室外都有设计位置，再也不怕找不到位置了……无论什么天气，在这吹风喝咖啡都很惬意～而且可以坐电梯?? 	 地点：星巴克臻选天河城店（深圳市罗湖区东昌路与太白路交汇处天河城今啤牌） 营业时间：07:30-22:00 交通方式：地铁5号线太安站A口步行680m。","夏日进行时, 罗湖天河城, 探店打卡, 氛围感餐厅, 实用省空间, 推荐一个好地方, 吃喝玩乐, 入境, 咖啡日常, 星巴克",编辑于 2024-07-29,,80,38,8
https://www.xiaohongshu.com/search_result/691fe647000000001e0105bc?xsec_token=ABKnije2CkZ0H0sJG3vFEJ57p79bgKDSbocxP3wnpBWoo=&xsec_source=,无标题,新店打卡～ 深圳太子湾K11星巴克与深圳最美海滨线 咖啡与美景,"咖啡杯里的美术馆, 艺术与咖啡",11月21日,广东,2,收藏,0
https://www.xiaohongshu.com/search_result/692c09f0000000001e029b3b?xsec_token=ABzy0zs87CXqpua6UDjrb6QNDF7n6sVv6Xa-sscXf3yjE=&xsec_source=,感谢星巴克小姐姐画的肥嘟嘟????,谢谢??真的好可爱?? 而且小姐姐一直很耐心为我推荐风味 @星巴克伙伴星巴克,"杯子上画画, 星巴克, 星巴克伙伴, 深圳, 深圳星巴克, 圣诞, 咸芝士红茶拿铁, 咖啡, 蜡笔小新, 肥嘟嘟左卫门",编辑于 11-30,广东,6,4,4
https://www.xiaohongshu.com/search_result/679ce9d2000000001902ebec?xsec_token=ABAQ97YOfjLtIWzJGuVSCgw03H6DUtSPeb9ZqOIuI4SWs=&xsec_source=,星巴克也有自己的对联,和朋友去喝咖啡，刚好看到墙上的logo，好可爱！！??最爱的还是芝士蛋糕??,"星巴克, 天冷就喝热咖啡, 有趣的咖啡",1月31日,,15,1,4
https://www.xiaohongshu.com/search_result/68b2c75d000000001d00f680?xsec_token=AB6rov_YMAhnLIUfkVxAHYSUi1VwJcE4njQMup7RmWPX0=&xsec_source=,咖啡店1057??星巴克臻选(深圳欢乐港湾店),"摩天轮下来喝杯咖啡，这片商区没什么咖啡店，就星巴克地理位置最佳，口味最能保证，那就走一个?? 	 星巴克对着摩天轮，虽然我去的那天有雷阵雨，但不影响心情，哈哈哈～，坐在店里看着摩天轮心情还是很愉悦的?? 	 这家星巴克面积不小，户外也有不少位置，点了我最近爱的浓小杯，瑞士卷也是几乎每次必点，当然口味建议亲测哦～探店","咖啡, 星巴克臻选, DP周团团美食日记, 我的咖啡日记, 今天你喝咖啡了吗, 深圳, 旅游万粉扶持计划, 深圳探店, 跟我来探店, 打卡",8月30日,,7,4,0
https://www.xiaohongshu.com/search_result/67e396e2000000001d005252?xsec_token=AB-NHZ5EF7WX9Wlz4GyQCincs13c5XvCtF1SYbIDVC0-U=&xsec_source=,天环星巴克｜再不发就关门了??,我超级喜欢天环的这家星巴克，没想到月底就结业了 这间星巴克很宽敞，有电源和流畅Wi-Fi，天环厕所也很干净，不输任何付费自习室。我经常一个人待在这，点杯喝的，看看综艺看看剧，舒服地享受属于自己的时光 不管工作日还是周末，我感觉都蛮多人的，从没想过这家店会关门,"记录吧就现在, 广州探店, 天环广场, 星巴克, 广州美食, 珠江新城, 天环, 广州咖啡店, 广州打卡, 广州天环",编辑于 03-26,,560,53,192
https://www.xiaohongshu.com/search_result/63fce5e7000000001301143c?xsec_token=ABmxfw9e1E2CBhcWQRy5Fpd1NdxqskwcJloLW_TL96JaY=&xsec_source=,广州三件套打卡攻略,"地址：星巴克（广州环球都会广场店）交通：5号线猎德 A 口或珠江新城C出口 技巧：手机后置广角0.5倍把三个楼都平均入镜，需要摄影师蹲着从下往上仰拍 注意：因为这个角度拍出来会显得脸大鼻孔大的死亡角度，所以戴口罩是最佳选择，打扮酷一点带个墨镜。姿势在路边拍绝佳位置，姿势可以多尝试几个这个看个人。 	 手机后期调色参数 色温﹣52 亮度﹣18 曝光﹣25 清晰度＋60 对比度+14 	 （具体可以根据个人喜好风格调整）游玩攻略网红拍照地打卡三件套","广州, 广州游玩攻略, 广州网红拍照地打卡, 广州三件套",2023/2/28,,73,41,3
https://www.xiaohongshu.com/search_result/6526b757000000002202a999?xsec_token=ABr8juqZCjdzF51AVdpJyeG6jAU7L3hoSPNz382WArjEE=&xsec_source=,无标题,谁来救救我！好不容易准点下班，非要这个时候卡我几分钟??，我生气起来可不是好玩的！,"星巴克, 下班, 打卡",2023/10/11,,37,2,34
https://www.xiaohongshu.com/search_result/64f47dc8000000001e00e276?xsec_token=ABjUczbo9IENEJ2HH4Dr3wefh0o_gEzcXqHx00C6xXSpE=&xsec_source=,深圳最空旷的星巴克,因为不在商业区的原因 就在罗湖老城区居民区楼下 很大很空人少很舒服 简直是宝藏学习自习室 就是来拍手机壳产品图的有点多 PS桌子椅子好舒服 矮凳太适合小个子了 都不会翘二郎腿,"深圳星巴克, 深圳自习室",编辑于 2023-09-03,,454,318,67
https://www.xiaohongshu.com/search_result/64983cbe0000000012030ad9?xsec_token=ABqbCjbhBMrPvJTgGwcqeiKIwpE8Ft5k-4xHSwnI1rinM=&xsec_source=,为什么这么多人在星巴克拍车钥匙？在干嘛,啊？什么新生意吗？桌子上摆一大堆的汽车钥匙拍拍拍。,星巴克,2023/6/25,,18,5,34
https://www.xiaohongshu.com/search_result/63ed928f000000001303c1db?xsec_token=AB9mtoxdtr9j3dqMYlkI14aOPVUd-_F8ydomtKppd_F7c=&xsec_source=,打卡日记 | 东山口独栋星巴克,终于来打卡心心念念的中山3星巴克啦?? 真的太好看了环境又舒服??,"我的咖啡日记, 咖啡店, 东山口",2023/2/16,,8,3,5
https://www.xiaohongshu.com/search_result/6481b0a6000000001300e0c4?xsec_token=ABNBmL06wXx0YtTfT5qPzdJuDlU5i2FfosdOUlH9A0HTE=&xsec_source=,当然要记录啊，你去过多少家星巴克？,"有一个入口正悄悄地记录着 专属于你的的星巴克足迹?? - ????show图告诉小星????你们去过多少家！（“卷”起来??） 	 门店冷知识","星巴克, 星巴克门店, 星巴克冷知识, 实用APP安利, 当然要记录啊",2023/6/8,,216,90,181
https://www.xiaohongshu.com/search_result/64526134000000001203d135?xsec_token=ABoToSD0D5bfigJiITfGxTs0FG5KaUXhWEFAWVmueA9mA=&xsec_source=,广州打卡！地铁口的星巴克-很喜欢这间的氛围,??半小时车程内考虑收藏 ??踩点时间：5月2日 ?????????? ??很喜欢这间星巴克的位置。专门安排了一天的时间在广州，中午的时间不适合在外面打卡。如果能有一间自己喜欢的交通方便的饮品店让人度过这段时间，是一件挺惬意的事。 ???????????????? ??导航：星巴克（中山3路3号店） ??打卡时间：中午时段 ?????????? ??Tips ??位置：这间店在烈士陵园门口和地铁口旁，很适合途经打卡。 ??幸福感：地铁站后面有怪兽充电租借。,"周末去哪儿, 佛山旅行, 广州打卡, 本地人去哪玩, 广州探店, 咖啡",编辑于 2023-05-04,,50,25,3
https://www.xiaohongshu.com/search_result/6496f11b0000000027003041?xsec_token=ABeSKJCqm0N6b4KFxDRY7_h8532XFCkwQr5gg9ZLGw7Vc=&xsec_source=,深圳独一栋「星巴克大楼」来了??,"这里大概是深圳最好看的星巴克啦，也是深圳第300家星巴克哦 	 ??B1位开放式的臻选吧台，制作台不分内外，客人可以随意坐下，近距离感受冲泡过程。 	 ?? 第1层，被分割为1楼半与1楼，一层主题品鉴，一层主题烘焙。 	 ?? 第2层，被分割成2楼半与2楼，一层主题收获，一层主题晾晒。 	 ??第3层，为露天阳台，以咖啡豆生命的开端做主题，无论什么天气，在这吹风喝咖啡都很惬意～ 	 ??大楼地点：星巴克臻选天河城店（深圳市罗湖区东昌路与太白路交汇处，西南侧地块上的建筑物A栋商铺（天河城金啤坊） ??营业时间：07:30-22:00 ??交通方式：地铁5号线太安站A口步行680m 好去处","日常碎片PLOG, 深圳周末去哪儿, COTD咖啡探店, 星巴克, 深圳拍照, 咖啡, 深圳打卡, 深圳拍照好去处, 出片, 深圳, 小众",编辑于 2023-06-24,,85,52,5
